pref	genome	rate	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumo_pangenome_k32.r_0.5.S_eulertigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.5	eulertigs	19	na	ones	12.90	0.17	12.63	99%	72272	42464	0	12.9038
spneumo_pangenome_k32.r_0.5.S_eulertigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.5	eulertigs	19	na	runsapprox	18.35	0.37	17.89	99%	463664	31248	0	18.360205
spneumo_pangenome_k32.r_0.6.S_eulertigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.6	eulertigs	19	na	default	2.97	0.24	4.24	150%	210960	0	0	3.091426
spneumo_pangenome_k32.r_0.6.S_eulertigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.6	eulertigs	19	na	ones	10.75	0.11	10.58	99%	72272	72936	0	10.754538
spneumo_pangenome_k32.r_0.6.S_eulertigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.6	eulertigs	19	na	runsapprox	20.59	0.27	20.28	99%	539576	0	0	20.60041
spneumo_pangenome_k32.r_0.7.S_eulertigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.7	eulertigs	19	na	default	2.68	0.16	3.86	149%	190588	0	0	2.808664
spneumo_pangenome_k32.r_0.7.S_eulertigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.7	eulertigs	19	na	ones	9.64	0.10	9.52	99%	72272	67216	0	9.651791
spneumo_pangenome_k32.r_0.7.S_eulertigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.7	eulertigs	19	na	runsapprox	22.19	0.49	21.65	99%	559448	0	0	22.198985
spneumo_pangenome_k32.r_0.8.S_eulertigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.8	eulertigs	19	na	default	1.98	0.16	2.84	151%	156256	0	0	2.080723
spneumo_pangenome_k32.r_0.8.S_eulertigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.8	eulertigs	19	na	ones	12.20	0.13	12.04	99%	72272	56544	0	12.212394
spneumo_pangenome_k32.r_0.8.S_eulertigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.8	eulertigs	19	na	runsapprox	20.64	0.31	20.27	99%	601820	0	0	20.642985
spneumo_pangenome_k32.r_0.9.S_eulertigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.9	eulertigs	19	na	default	1.54	0.08	2.12	143%	108552	0	0	1.615294
spneumo_pangenome_k32.r_0.9.S_eulertigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.9	eulertigs	19	na	ones	6.80	0.10	6.66	99%	141080	41016	0	6.809961
spneumo_pangenome_k32.r_0.9.S_eulertigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.9	eulertigs	19	na	runsapprox	13.12	0.22	12.85	99%	844804	0	0	13.125027
spneumo_pangenome_k32.r_1.0.S_eulertigs.k_19.d_na.M_default	spneumo_pangenome_k32	1.0	eulertigs	19	na	default	0.40	0.04	0.60	158%	47396	0	0	0.448317
spneumo_pangenome_k32.r_1.0.S_eulertigs.k_19.d_na.M_ones	spneumo_pangenome_k32	1.0	eulertigs	19	na	ones	4.03	0.04	3.96	99%	141080	0	0	4.036561
spneumo_pangenome_k32.r_1.0.S_eulertigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	1.0	eulertigs	19	na	runsapprox	9.33	0.29	9.00	99%	884448	20664	0	9.337855
spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.000000001	greedytigs	19	na	default	0.07	0.00	0.06	94%	16140	0	0	0.078174
spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.000000001	greedytigs	19	na	ones	0.00	0.00	0.00	75%	4064	8	0	0.007476
spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.000000001	greedytigs	19	na	runsapprox	0.00	0.00	0.00	100%	4192	0	0	0.005951
spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.0001	greedytigs	19	na	default	0.07	0.01	0.05	95%	16220	0	0	0.078678
spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.0001	greedytigs	19	na	ones	0.00	0.00	0.00	75%	4076	32	0	0.010557
spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.0001	greedytigs	19	na	runsapprox	0.00	0.00	0.00	100%	4284	0	0	0.010745
spneumo_pangenome_k32.r_0.001.S_greedytigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.001	greedytigs	19	na	default	0.08	0.01	0.06	101%	17060	0	0	0.084987
spneumo_pangenome_k32.r_0.001.S_greedytigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.001	greedytigs	19	na	ones	0.02	0.00	0.02	90%	4228	280	0	0.024539
spneumo_pangenome_k32.r_0.001.S_greedytigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.001	greedytigs	19	na	runsapprox	0.03	0.00	0.02	96%	4944	0	0	0.035799
spneumo_pangenome_k32.r_0.01.S_greedytigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.01	greedytigs	19	na	default	0.20	0.04	0.19	118%	23616	0	0	0.214381
spneumo_pangenome_k32.r_0.01.S_greedytigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.01	greedytigs	19	na	ones	0.18	0.00	0.17	96%	5232	2776	0	0.188909
spneumo_pangenome_k32.r_0.01.S_greedytigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.01	greedytigs	19	na	runsapprox	0.32	0.00	0.31	98%	12860	0	0	0.327996
spneumo_pangenome_k32.r_0.05.S_greedytigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.05	greedytigs	19	na	default	0.82	0.07	0.98	129%	54788	0	0	0.856768
spneumo_pangenome_k32.r_0.05.S_greedytigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.05	greedytigs	19	na	ones	1.15	0.02	1.10	97%	8424	13336	0	1.152669
spneumo_pangenome_k32.r_0.05.S_greedytigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.05	greedytigs	19	na	runsapprox	1.84	0.06	1.76	99%	43364	0	0	1.849951
spneumo_pangenome_k32.r_0.1.S_greedytigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.1	greedytigs	19	na	default	1.43	0.06	1.67	121%	88356	0	0	1.483832
spneumo_pangenome_k32.r_0.1.S_greedytigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.1	greedytigs	19	na	ones	2.21	0.04	2.12	98%	12648	25320	0	2.220388
spneumo_pangenome_k32.r_0.1.S_greedytigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.1	greedytigs	19	na	runsapprox	3.74	0.05	3.65	99%	82312	0	0	3.747778
spneumo_pangenome_k32.r_0.2.S_greedytigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.2	greedytigs	19	na	default	2.49	0.20	3.17	135%	143712	0	0	2.598111
spneumo_pangenome_k32.r_0.2.S_greedytigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.2	greedytigs	19	na	ones	4.04	0.04	3.98	99%	21096	45248	0	4.044188
spneumo_pangenome_k32.r_0.2.S_greedytigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.2	greedytigs	19	na	runsapprox	8.51	0.09	8.36	99%	160024	0	0	8.515542
spneumo_pangenome_k32.r_0.3.S_greedytigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.3	greedytigs	19	na	default	2.36	0.18	3.33	148%	183400	0	0	2.463535
spneumo_pangenome_k32.r_0.3.S_greedytigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.3	greedytigs	19	na	ones	8.47	0.06	8.35	99%	38000	59896	0	8.481053
spneumo_pangenome_k32.r_0.3.S_greedytigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.3	greedytigs	19	na	runsapprox	12.69	0.13	12.51	99%	271624	0	0	12.700011
spneumo_pangenome_k32.r_0.4.S_greedytigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.4	greedytigs	19	na	default	2.99	0.21	4.15	145%	207644	0	0	3.114941
spneumo_pangenome_k32.r_0.4.S_greedytigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.4	greedytigs	19	na	ones	11.81	0.10	11.66	99%	38000	69328	0	11.816349
spneumo_pangenome_k32.r_0.4.S_greedytigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.4	greedytigs	19	na	runsapprox	18.71	0.19	18.48	99%	314932	0	0	18.72208
spneumo_pangenome_k32.r_0.5.S_greedytigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.5	greedytigs	19	na	default	3.42	0.17	4.52	137%	216764	0	0	3.564456
spneumo_pangenome_k32.r_0.5.S_greedytigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.5	greedytigs	19	na	ones	7.80	0.11	7.63	99%	72272	73680	0	7.807816
spneumo_pangenome_k32.r_0.5.S_greedytigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.5	greedytigs	19	na	runsapprox	17.80	0.19	17.54	99%	463508	0	0	17.80334
spneumo_pangenome_k32.r_0.6.S_greedytigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.6	greedytigs	19	na	default	3.17	0.23	4.40	146%	210704	0	0	3.285431
spneumo_pangenome_k32.r_0.6.S_greedytigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.6	greedytigs	19	na	ones	10.16	0.12	9.99	99%	72272	72864	0	10.169431
spneumo_pangenome_k32.r_0.6.S_greedytigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.6	greedytigs	19	na	runsapprox	20.52	0.22	20.27	99%	539748	0	0	20.525765
spneumo_pangenome_k32.r_0.7.S_greedytigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.7	greedytigs	19	na	default	2.91	0.16	4.01	143%	190080	0	0	3.036385
spneumo_pangenome_k32.r_0.7.S_greedytigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.7	greedytigs	19	na	ones	13.03	0.13	12.81	99%	72268	67040	0	13.03804
spneumo_pangenome_k32.r_0.7.S_greedytigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.7	greedytigs	19	na	runsapprox	18.19	0.27	17.85	99%	559628	0	0	18.196819
spneumo_pangenome_k32.r_0.8.S_greedytigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.8	greedytigs	19	na	default	2.13	0.12	3.00	146%	154768	0	0	2.229218
spneumo_pangenome_k32.r_0.8.S_greedytigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.8	greedytigs	19	na	ones	9.77	0.07	9.68	99%	72272	56152	0	9.773698
spneumo_pangenome_k32.r_0.8.S_greedytigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.8	greedytigs	19	na	runsapprox	20.77	0.34	20.39	99%	603356	0	0	20.775702
spneumo_pangenome_k32.r_0.9.S_greedytigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.9	greedytigs	19	na	default	1.38	0.08	1.93	145%	105560	0	0	1.46244
spneumo_pangenome_k32.r_0.9.S_greedytigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.9	greedytigs	19	na	ones	6.41	0.11	6.27	99%	141080	40184	0	6.420929
spneumo_pangenome_k32.r_0.9.S_greedytigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.9	greedytigs	19	na	runsapprox	11.38	0.25	11.11	99%	849968	0	0	11.389965
spneumo_pangenome_k32.r_1.0.S_greedytigs.k_19.d_na.M_default	spneumo_pangenome_k32	1.0	greedytigs	19	na	default	0.30	0.03	0.40	144%	39920	0	0	0.342546
spneumo_pangenome_k32.r_1.0.S_greedytigs.k_19.d_na.M_ones	spneumo_pangenome_k32	1.0	greedytigs	19	na	ones	5.25	0.08	5.13	99%	141024	13536	0	5.258523
spneumo_pangenome_k32.r_1.0.S_greedytigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	1.0	greedytigs	19	na	runsapprox	10.52	0.53	9.94	99%	904464	5416	0	10.529904
spneumo_pangenome_k32.r_0.000000001.S_matchtigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.000000001	matchtigs	19	na	default	0.08	0.00	0.07	96%	16136	0	0	0.092639
spneumo_pangenome_k32.r_0.000000001.S_matchtigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.000000001	matchtigs	19	na	ones	0.00	0.00	0.00	100%	4064	0	0	0.005992
spneumo_pangenome_k32.r_0.000000001.S_matchtigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.000000001	matchtigs	19	na	runsapprox	0.00	0.00	0.00	50%	4192	8	0	0.007255
spneumo_pangenome_k32.r_0.0001.S_matchtigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.0001	matchtigs	19	na	default	0.07	0.00	0.06	97%	16220	0	0	0.078519
spneumo_pangenome_k32.r_0.0001.S_matchtigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.0001	matchtigs	19	na	ones	0.00	0.00	0.00	80%	4076	0	0	0.007584
spneumo_pangenome_k32.r_0.0001.S_matchtigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.0001	matchtigs	19	na	runsapprox	0.00	0.00	0.00	75%	4284	32	0	0.011452
spneumo_pangenome_k32.r_0.001.S_matchtigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.001	matchtigs	19	na	default	0.08	0.01	0.06	102%	17060	0	0	0.08535
spneumo_pangenome_k32.r_0.001.S_matchtigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.001	matchtigs	19	na	ones	0.02	0.00	0.01	96%	4228	0	0	0.028167
spneumo_pangenome_k32.r_0.001.S_matchtigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.001	matchtigs	19	na	runsapprox	0.03	0.00	0.02	93%	4944	280	0	0.032337
spneumo_pangenome_k32.r_0.01.S_matchtigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.01	matchtigs	19	na	default	0.19	0.02	0.20	118%	23616	0	0	0.209565
spneumo_pangenome_k32.r_0.01.S_matchtigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.01	matchtigs	19	na	ones	0.20	0.00	0.19	96%	5232	2776	0	0.210835
spneumo_pangenome_k32.r_0.01.S_matchtigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.01	matchtigs	19	na	runsapprox	0.32	0.00	0.30	97%	12860	0	0	0.325945
spneumo_pangenome_k32.r_0.05.S_matchtigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.05	matchtigs	19	na	default	0.95	0.07	0.98	111%	54788	0	0	0.986688
spneumo_pangenome_k32.r_0.05.S_matchtigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.05	matchtigs	19	na	ones	1.05	0.02	1.01	98%	8424	13336	0	1.056882
spneumo_pangenome_k32.r_0.05.S_matchtigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.05	matchtigs	19	na	runsapprox	1.73	0.03	1.68	99%	43364	0	0	1.736582
spneumo_pangenome_k32.r_0.1.S_matchtigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.1	matchtigs	19	na	default	1.23	0.08	1.61	138%	88416	0	0	1.280319
spneumo_pangenome_k32.r_0.1.S_matchtigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.1	matchtigs	19	na	ones	2.41	0.03	2.34	98%	12648	25320	0	2.414233
spneumo_pangenome_k32.r_0.1.S_matchtigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.1	matchtigs	19	na	runsapprox	3.80	0.07	3.68	98%	82316	0	0	3.804029
spneumo_pangenome_k32.r_0.2.S_matchtigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.2	matchtigs	19	na	default	2.06	0.16	2.78	142%	143712	0	0	2.139091
spneumo_pangenome_k32.r_0.2.S_matchtigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.2	matchtigs	19	na	ones	6.53	0.09	6.39	99%	21096	45248	0	6.537849
spneumo_pangenome_k32.r_0.2.S_matchtigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.2	matchtigs	19	na	runsapprox	9.08	0.23	8.77	99%	160136	0	0	9.084393
spneumo_pangenome_k32.r_0.3.S_matchtigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.3	matchtigs	19	na	default	2.51	0.17	3.55	148%	183400	0	0	2.623757
spneumo_pangenome_k32.r_0.3.S_matchtigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.3	matchtigs	19	na	ones	8.18	0.07	8.09	99%	38000	59896	0	8.190351
spneumo_pangenome_k32.r_0.3.S_matchtigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.3	matchtigs	19	na	runsapprox	14.92	0.22	14.63	99%	271612	0	0	14.924449
spneumo_pangenome_k32.r_0.4.S_matchtigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.4	matchtigs	19	na	default	3.27	0.24	4.35	140%	207532	0	0	3.384479
spneumo_pangenome_k32.r_0.4.S_matchtigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.4	matchtigs	19	na	ones	12.04	0.06	11.95	99%	38000	69336	0	12.048454
spneumo_pangenome_k32.r_0.4.S_matchtigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.4	matchtigs	19	na	runsapprox	17.72	0.17	17.48	99%	314884	0	0	17.725952
spneumo_pangenome_k32.r_0.6.S_matchtigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.6	matchtigs	19	na	default	3.19	0.17	4.39	142%	210964	0	0	3.316118
spneumo_pangenome_k32.r_0.6.S_matchtigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.6	matchtigs	19	na	ones	9.82	0.07	9.71	99%	72272	0	0	9.823286
spneumo_pangenome_k32.r_0.6.S_matchtigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.6	matchtigs	19	na	runsapprox	20.87	0.25	20.56	99%	539608	72928	0	20.882249
spneumo_pangenome_k32.r_1.0.S_matchtigs.k_19.d_na.M_default	spneumo_pangenome_k32	1.0	matchtigs	19	na	default	0.35	0.07	0.38	129%	40308	0	0	0.390854
spneumo_pangenome_k32.r_1.0.S_matchtigs.k_19.d_na.M_ones	spneumo_pangenome_k32	1.0	matchtigs	19	na	ones	4.32	0.08	4.19	99%	141080	4320	0	4.322966
spneumo_pangenome_k32.r_1.0.S_matchtigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	1.0	matchtigs	19	na	runsapprox	9.30	0.34	8.92	99%	899360	14424	0	9.310732
spneumo_pangenome_k32.r_0.000000001.S_prophasm.k_19.d_na.M_default	spneumo_pangenome_k32	0.000000001	prophasm	19	na	default	0.07	0.01	0.05	95%	16136	0	0	0.079347
spneumo_pangenome_k32.r_0.000000001.S_prophasm.k_19.d_na.M_ones	spneumo_pangenome_k32	0.000000001	prophasm	19	na	ones	0.00	0.00	0.00	100%	4064	0	0	0.006489
spneumo_pangenome_k32.r_0.000000001.S_prophasm.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.000000001	prophasm	19	na	runsapprox	0.00	0.00	0.00	60%	4192	8	0	0.008227
spneumo_pangenome_k32.r_0.0001.S_prophasm.k_19.d_na.M_default	spneumo_pangenome_k32	0.0001	prophasm	19	na	default	0.07	0.02	0.04	95%	16220	0	0	0.076442
spneumo_pangenome_k32.r_0.0001.S_prophasm.k_19.d_na.M_ones	spneumo_pangenome_k32	0.0001	prophasm	19	na	ones	0.00	0.00	0.00	100%	4076	0	0	0.006722
spneumo_pangenome_k32.r_0.0001.S_prophasm.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.0001	prophasm	19	na	runsapprox	0.00	0.00	0.00	75%	4284	32	0	0.010982
spneumo_pangenome_k32.r_0.001.S_prophasm.k_19.d_na.M_default	spneumo_pangenome_k32	0.001	prophasm	19	na	default	0.07	0.01	0.06	106%	17000	0	0	0.083542
spneumo_pangenome_k32.r_0.001.S_prophasm.k_19.d_na.M_ones	spneumo_pangenome_k32	0.001	prophasm	19	na	ones	0.02	0.00	0.02	95%	4228	0	0	0.024976
spneumo_pangenome_k32.r_0.001.S_prophasm.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.001	prophasm	19	na	runsapprox	0.03	0.00	0.03	93%	4944	280	0	0.035886
spneumo_pangenome_k32.r_0.01.S_prophasm.k_19.d_na.M_default	spneumo_pangenome_k32	0.01	prophasm	19	na	default	0.21	0.02	0.23	121%	23616	0	0	0.225467
spneumo_pangenome_k32.r_0.01.S_prophasm.k_19.d_na.M_ones	spneumo_pangenome_k32	0.01	prophasm	19	na	ones	0.20	0.00	0.19	96%	5232	2776	0	0.205259
spneumo_pangenome_k32.r_0.01.S_prophasm.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.01	prophasm	19	na	runsapprox	0.31	0.01	0.30	97%	12860	0	0	0.321026
spneumo_pangenome_k32.r_0.05.S_prophasm.k_19.d_na.M_default	spneumo_pangenome_k32	0.05	prophasm	19	na	default	0.84	0.05	0.88	110%	54788	0	0	0.881941
spneumo_pangenome_k32.r_0.05.S_prophasm.k_19.d_na.M_ones	spneumo_pangenome_k32	0.05	prophasm	19	na	ones	1.06	0.01	1.03	98%	8424	13336	0	1.070909
spneumo_pangenome_k32.r_0.05.S_prophasm.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.05	prophasm	19	na	runsapprox	1.87	0.04	1.81	99%	43348	0	0	1.873471
spneumo_pangenome_k32.r_0.1.S_prophasm.k_19.d_na.M_default	spneumo_pangenome_k32	0.1	prophasm	19	na	default	1.27	0.09	1.54	128%	88416	0	0	1.325875
spneumo_pangenome_k32.r_0.1.S_prophasm.k_19.d_na.M_ones	spneumo_pangenome_k32	0.1	prophasm	19	na	ones	2.12	0.02	2.08	99%	12648	25320	0	2.126439
spneumo_pangenome_k32.r_0.1.S_prophasm.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.1	prophasm	19	na	runsapprox	4.08	0.13	3.90	98%	82620	0	0	4.091058
spneumo_pangenome_k32.r_0.2.S_prophasm.k_19.d_na.M_default	spneumo_pangenome_k32	0.2	prophasm	19	na	default	2.00	0.17	2.73	145%	143712	0	0	2.086721
spneumo_pangenome_k32.r_0.2.S_prophasm.k_19.d_na.M_ones	spneumo_pangenome_k32	0.2	prophasm	19	na	ones	6.23	0.05	6.16	99%	21096	45248	0	6.238166
spneumo_pangenome_k32.r_0.2.S_prophasm.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.2	prophasm	19	na	runsapprox	9.12	0.13	8.94	99%	159932	0	0	9.125333
spneumo_pangenome_k32.r_0.3.S_prophasm.k_19.d_na.M_default	spneumo_pangenome_k32	0.3	prophasm	19	na	default	2.72	0.17	3.63	139%	183400	0	0	2.828709
spneumo_pangenome_k32.r_0.3.S_prophasm.k_19.d_na.M_ones	spneumo_pangenome_k32	0.3	prophasm	19	na	ones	8.10	0.11	7.96	99%	38000	59896	0	8.111985
spneumo_pangenome_k32.r_0.3.S_prophasm.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.3	prophasm	19	na	runsapprox	14.63	0.25	14.32	99%	271428	0	0	14.637386
spneumo_pangenome_k32.r_0.4.S_prophasm.k_19.d_na.M_default	spneumo_pangenome_k32	0.4	prophasm	19	na	default	3.57	0.24	4.56	134%	207652	0	0	3.695492
spneumo_pangenome_k32.r_0.4.S_prophasm.k_19.d_na.M_ones	spneumo_pangenome_k32	0.4	prophasm	19	na	ones	10.15	0.13	9.94	99%	38000	69344	0	10.15252
spneumo_pangenome_k32.r_0.4.S_prophasm.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.4	prophasm	19	na	runsapprox	22.39	0.21	22.06	99%	315116	0	0	22.398222
spneumo_pangenome_k32.r_0.5.S_prophasm.k_19.d_na.M_default	spneumo_pangenome_k32	0.5	prophasm	19	na	default	2.61	0.15	3.80	151%	216768	0	0	2.720825
spneumo_pangenome_k32.r_0.5.S_prophasm.k_19.d_na.M_ones	spneumo_pangenome_k32	0.5	prophasm	19	na	ones	11.42	0.11	11.28	99%	72272	73712	0	11.431795
spneumo_pangenome_k32.r_0.5.S_prophasm.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.5	prophasm	19	na	runsapprox	17.41	0.23	17.10	99%	463768	0	0	17.421868
spneumo_pangenome_k32.r_0.6.S_prophasm.k_19.d_na.M_default	spneumo_pangenome_k32	0.6	prophasm	19	na	default	3.20	0.18	4.31	140%	211056	0	0	3.323461
spneumo_pangenome_k32.r_0.6.S_prophasm.k_19.d_na.M_ones	spneumo_pangenome_k32	0.6	prophasm	19	na	ones	9.95	0.07	9.82	99%	72272	72936	0	9.956261
spneumo_pangenome_k32.r_0.6.S_prophasm.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.6	prophasm	19	na	runsapprox	18.44	0.21	18.14	99%	538916	0	0	18.445372
spneumo_pangenome_k32.r_0.7.S_prophasm.k_19.d_na.M_default	spneumo_pangenome_k32	0.7	prophasm	19	na	default	2.31	0.21	3.30	152%	190624	0	0	2.41763
spneumo_pangenome_k32.r_0.7.S_prophasm.k_19.d_na.M_ones	spneumo_pangenome_k32	0.7	prophasm	19	na	ones	11.70	0.06	11.59	99%	72272	67216	0	11.705009
spneumo_pangenome_k32.r_0.7.S_prophasm.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.7	prophasm	19	na	runsapprox	22.42	0.28	22.08	99%	559452	0	0	22.422935
spneumo_pangenome_k32.r_0.8.S_prophasm.k_19.d_na.M_default	spneumo_pangenome_k32	0.8	prophasm	19	na	default	2.31	0.12	3.15	141%	156396	0	0	2.412152
spneumo_pangenome_k32.r_0.8.S_prophasm.k_19.d_na.M_ones	spneumo_pangenome_k32	0.8	prophasm	19	na	ones	9.67	0.04	9.60	99%	72272	56544	0	9.677669
spneumo_pangenome_k32.r_0.8.S_prophasm.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.8	prophasm	19	na	runsapprox	17.53	0.21	17.30	99%	601960	0	0	17.536341
spneumo_pangenome_k32.r_0.9.S_prophasm.k_19.d_na.M_default	spneumo_pangenome_k32	0.9	prophasm	19	na	default	1.32	0.09	1.92	153%	108808	0	0	1.401515
spneumo_pangenome_k32.r_0.9.S_prophasm.k_19.d_na.M_ones	spneumo_pangenome_k32	0.9	prophasm	19	na	ones	8.05	0.05	7.96	99%	141080	41016	0	8.060043
spneumo_pangenome_k32.r_0.9.S_prophasm.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.9	prophasm	19	na	runsapprox	14.52	0.44	14.05	99%	844992	0	0	14.526035
spneumo_pangenome_k32.r_1.0.S_prophasm.k_19.d_na.M_default	spneumo_pangenome_k32	1.0	prophasm	19	na	default	0.46	0.05	0.62	146%	47896	0	0	0.513445
spneumo_pangenome_k32.r_1.0.S_prophasm.k_19.d_na.M_ones	spneumo_pangenome_k32	1.0	prophasm	19	na	ones	4.24	0.07	4.12	98%	141080	0	0	4.252619
spneumo_pangenome_k32.r_1.0.S_prophasm.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	1.0	prophasm	19	na	runsapprox	10.03	0.32	9.64	99%	884328	20672	0	10.037743
spneumo_pangenome_k32.r_0.000000001.S_eulertigs.k_21.d_na.M_default	spneumo_pangenome_k32	0.000000001	eulertigs	21	na	default	0.05	0.01	0.04	93%	16136	0	0	0.063409
