genome	rate	S_alg	k	d	M_alg	M_compr_alg	kmer_count	l	o	z	r	tigs_ns	tigs_cl	enc0_xz_bytes	S_xz_bytes	M_compr_bytes	enc1_compr_bytes	enc2_xz_bytes	pref
spneumo_pangenome_k32	0.1	eulertigs	17	na	runsapprox	bzip	717072	11008928	733922	10275006	659530	643241	11008928	3133452	2781568	91861	2873429	3239440	spneumo_pangenome_k32.r_0.1.S_eulertigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.1	eulertigs	17	na	runsapprox	xz	717072	11008928	733922	10275006	659530	643241	11008928	3133452	2781568	150948	2932516	3239440	spneumo_pangenome_k32.r_0.1.S_eulertigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.2	eulertigs	17	na	default	bzip	1434145	19693121	1434145	18258976	1141186	1141186	19693121	5606052	4947288	183049	5130337	5824304	spneumo_pangenome_k32.r_0.2.S_eulertigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.2	eulertigs	17	na	default	xz	1434145	19693121	1434145	18258976	1141186	1141186	19693121	5606052	4947288	292456	5239744	5824304	spneumo_pangenome_k32.r_0.2.S_eulertigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	0.2	eulertigs	17	na	ones	bzip	1434145	19693121	1494168	18198953	1196724	1141186	19693121	5606052	4947288	265930	5213218	5876208	spneumo_pangenome_k32.r_0.2.S_eulertigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.2	eulertigs	17	na	ones	xz	1434145	19693121	1494168	18198953	1196724	1141186	19693121	5606052	4947288	421536	5368824	5876208	spneumo_pangenome_k32.r_0.2.S_eulertigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.2	eulertigs	17	na	runsapprox	bzip	1434145	19693121	1494168	18198953	1196724	1141186	19693121	5606052	4947288	265930	5213218	5876208	spneumo_pangenome_k32.r_0.2.S_eulertigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.2	eulertigs	17	na	runsapprox	xz	1434145	19693121	1494168	18198953	1196724	1141186	19693121	5606052	4947288	421536	5368824	5876208	spneumo_pangenome_k32.r_0.2.S_eulertigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.3	eulertigs	17	na	default	bzip	2151218	26093554	2151218	23942336	1496396	1496396	26093554	7509996	6601032	320850	6921882	7779776	spneumo_pangenome_k32.r_0.3.S_eulertigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.3	eulertigs	17	na	default	xz	2151218	26093554	2151218	23942336	1496396	1496396	26093554	7509996	6601032	510192	7111224	7779776	spneumo_pangenome_k32.r_0.3.S_eulertigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	0.3	eulertigs	17	na	ones	bzip	2151218	26093554	2270256	23823298	1601939	1496396	26093554	7509996	6601032	474706	7075738	7880728	spneumo_pangenome_k32.r_0.3.S_eulertigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.3	eulertigs	17	na	ones	xz	2151218	26093554	2270256	23823298	1601939	1496396	26093554	7509996	6601032	712932	7313964	7880728	spneumo_pangenome_k32.r_0.3.S_eulertigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.3	eulertigs	17	na	runsapprox	bzip	2151218	26093554	2270256	23823298	1601939	1496396	26093554	7509996	6601032	474706	7075738	7880728	spneumo_pangenome_k32.r_0.3.S_eulertigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.3	eulertigs	17	na	runsapprox	xz	2151218	26093554	2270256	23823298	1601939	1496396	26093554	7509996	6601032	712932	7313964	7880728	spneumo_pangenome_k32.r_0.3.S_eulertigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.4	eulertigs	17	na	default	bzip	2868290	30248386	2868290	27380096	1711256	1711256	30248386	8714772	7643308	459701	8103009	9094860	spneumo_pangenome_k32.r_0.4.S_eulertigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.4	eulertigs	17	na	default	xz	2868290	30248386	2868290	27380096	1711256	1711256	30248386	8714772	7643308	711872	8355180	9094860	spneumo_pangenome_k32.r_0.4.S_eulertigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	0.4	eulertigs	17	na	ones	bzip	2868290	30248386	3053207	27195179	1867087	1711256	30248386	8714772	7643308	687782	8331090	9248776	spneumo_pangenome_k32.r_0.4.S_eulertigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.4	eulertigs	17	na	ones	xz	2868290	30248386	3053207	27195179	1867087	1711256	30248386	8714772	7643308	973124	8616432	9248776	spneumo_pangenome_k32.r_0.4.S_eulertigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.4	eulertigs	17	na	runsapprox	bzip	2868290	30248386	3053207	27195179	1867087	1711256	30248386	8714772	7643308	687782	8331090	9248776	spneumo_pangenome_k32.r_0.4.S_eulertigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.4	eulertigs	17	na	runsapprox	xz	2868290	30248386	3053207	27195179	1867087	1711256	30248386	8714772	7643308	973124	8616432	9248776	spneumo_pangenome_k32.r_0.4.S_eulertigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.5	eulertigs	17	na	default	bzip	3585363	32199251	3585363	28613888	1788368	1788368	32199251	9297032	8138472	582857	8721329	9764496	spneumo_pangenome_k32.r_0.5.S_eulertigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.5	eulertigs	17	na	default	xz	3585363	32199251	3585363	28613888	1788368	1788368	32199251	9297032	8138472	867048	9005520	9764496	spneumo_pangenome_k32.r_0.5.S_eulertigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	0.5	eulertigs	17	na	ones	bzip	3585363	32199251	3831684	28367567	1984608	1788368	32199251	9297032	8138472	874545	9013017	9981276	spneumo_pangenome_k32.r_0.5.S_eulertigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.5	eulertigs	17	na	ones	xz	3585363	32199251	3831684	28367567	1984608	1788368	32199251	9297032	8138472	1167336	9305808	9981276	spneumo_pangenome_k32.r_0.5.S_eulertigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.5	eulertigs	17	na	runsapprox	bzip	3585363	32199251	3831684	28367567	1984608	1788368	32199251	9297032	8138472	874545	9013017	9981276	spneumo_pangenome_k32.r_0.5.S_eulertigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.5	eulertigs	17	na	runsapprox	xz	3585363	32199251	3831684	28367567	1984608	1788368	32199251	9297032	8138472	1167336	9305808	9981276	spneumo_pangenome_k32.r_0.5.S_eulertigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.6	eulertigs	17	na	default	bzip	4302436	31994772	4302436	27692336	1730771	1730771	31994772	9252900	8092972	670976	8763948	9796572	spneumo_pangenome_k32.r_0.6.S_eulertigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.6	eulertigs	17	na	default	xz	4302436	31994772	4302436	27692336	1730771	1730771	31994772	9252900	8092972	952600	9045572	9796572	spneumo_pangenome_k32.r_0.6.S_eulertigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	0.6	eulertigs	17	na	ones	bzip	4302436	31994772	4595528	27399244	1948961	1730771	31994772	9252900	8092972	1003113	9096085	10031416	spneumo_pangenome_k32.r_0.6.S_eulertigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.6	eulertigs	17	na	ones	xz	4302436	31994772	4595528	27399244	1948961	1730771	31994772	9252900	8092972	1274544	9367516	10031416	spneumo_pangenome_k32.r_0.6.S_eulertigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.6	eulertigs	17	na	runsapprox	bzip	4302436	31994772	4595528	27399244	1948961	1730771	31994772	9252900	8092972	1003113	9096085	10031416	spneumo_pangenome_k32.r_0.6.S_eulertigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.6	eulertigs	17	na	runsapprox	xz	4302436	31994772	4595528	27399244	1948961	1730771	31994772	9252900	8092972	1274544	9367516	10031416	spneumo_pangenome_k32.r_0.6.S_eulertigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.7	eulertigs	17	na	default	bzip	5019508	29644020	5019508	24624512	1539032	1539032	29644020	8539804	7486920	699666	8186586	9154320	spneumo_pangenome_k32.r_0.7.S_eulertigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.7	eulertigs	17	na	default	xz	5019508	29644020	5019508	24624512	1539032	1539032	29644020	8539804	7486920	951748	8438668	9154320	spneumo_pangenome_k32.r_0.7.S_eulertigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	0.7	eulertigs	17	na	ones	bzip	5019508	29644020	5336210	24307810	1754194	1539032	29644020	8539804	7486920	1041427	8528347	9406404	spneumo_pangenome_k32.r_0.7.S_eulertigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.7	eulertigs	17	na	ones	xz	5019508	29644020	5336210	24307810	1754194	1539032	29644020	8539804	7486920	1275972	8762892	9406404	spneumo_pangenome_k32.r_0.7.S_eulertigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.7	eulertigs	17	na	runsapprox	bzip	5019508	29644020	5336210	24307810	1754194	1539032	29644020	8539804	7486920	1041427	8528347	9406404	spneumo_pangenome_k32.r_0.7.S_eulertigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.7	eulertigs	17	na	runsapprox	xz	5019508	29644020	5336210	24307810	1754194	1539032	29644020	8539804	7486920	1275972	8762892	9406404	spneumo_pangenome_k32.r_0.7.S_eulertigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.8	eulertigs	17	na	default	bzip	5736581	25194613	5736581	19458032	1216127	1216127	25194613	7197516	6333004	652491	6985495	7877796	spneumo_pangenome_k32.r_0.8.S_eulertigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.8	eulertigs	17	na	default	xz	5736581	25194613	5736581	19458032	1216127	1216127	25194613	7197516	6333004	859180	7192184	7877796	spneumo_pangenome_k32.r_0.8.S_eulertigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	0.8	eulertigs	17	na	ones	bzip	5736581	25194613	6042803	19151810	1397544	1216127	25194613	7197516	6333004	960848	7293852	8146252	spneumo_pangenome_k32.r_0.8.S_eulertigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.8	eulertigs	17	na	ones	xz	5736581	25194613	6042803	19151810	1397544	1216127	25194613	7197516	6333004	1153096	7486100	8146252	spneumo_pangenome_k32.r_0.8.S_eulertigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.8	eulertigs	17	na	runsapprox	bzip	5736581	25194613	6042803	19151810	1397544	1216127	25194613	7197516	6333004	960848	7293852	8146252	spneumo_pangenome_k32.r_0.8.S_eulertigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.8	eulertigs	17	na	runsapprox	xz	5736581	25194613	6042803	19151810	1397544	1216127	25194613	7197516	6333004	1153096	7486100	8146252	spneumo_pangenome_k32.r_0.8.S_eulertigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.9	eulertigs	17	na	default	bzip	6453654	18656950	6453654	12203296	762706	762706	18656950	5230840	4658376	494564	5152940	5876780	spneumo_pangenome_k32.r_0.9.S_eulertigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.9	eulertigs	17	na	default	xz	6453654	18656950	6453654	12203296	762706	762706	18656950	5230840	4658376	652696	5311072	5876780	spneumo_pangenome_k32.r_0.9.S_eulertigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	0.9	eulertigs	17	na	ones	bzip	6453654	18656950	6706575	11950375	875697	762706	18656950	5230840	4658376	720375	5378751	6008148	spneumo_pangenome_k32.r_0.9.S_eulertigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.9	eulertigs	17	na	ones	xz	6453654	18656950	6706575	11950375	875697	762706	18656950	5230840	4658376	868824	5527200	6008148	spneumo_pangenome_k32.r_0.9.S_eulertigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.9	eulertigs	17	na	runsapprox	bzip	6453654	18656950	6706575	11950375	875697	762706	18656950	5230840	4658376	720375	5378751	6008148	spneumo_pangenome_k32.r_0.9.S_eulertigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.9	eulertigs	17	na	runsapprox	xz	6453654	18656950	6706575	11950375	875697	762706	18656950	5230840	4658376	868824	5527200	6008148	spneumo_pangenome_k32.r_0.9.S_eulertigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	1.0	eulertigs	17	na	default	bzip	7170727	10067399	7170727	2896672	181042	181042	10067399	2560140	2393484	151345	2544829	2874144	spneumo_pangenome_k32.r_1.0.S_eulertigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	1.0	eulertigs	17	na	default	xz	7170727	10067399	7170727	2896672	181042	181042	10067399	2560140	2393484	239572	2633056	2874144	spneumo_pangenome_k32.r_1.0.S_eulertigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	1.0	eulertigs	17	na	ones	bzip	7170727	10067399	7321537	2745862	188042	181042	10067399	2560140	2393484	216531	2610015	2889192	spneumo_pangenome_k32.r_1.0.S_eulertigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	1.0	eulertigs	17	na	ones	xz	7170727	10067399	7321537	2745862	188042	181042	10067399	2560140	2393484	303244	2696728	2889192	spneumo_pangenome_k32.r_1.0.S_eulertigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	1.0	eulertigs	17	na	runsapprox	bzip	7170727	10067399	7321537	2745862	188042	181042	10067399	2560140	2393484	216531	2610015	2889192	spneumo_pangenome_k32.r_1.0.S_eulertigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	1.0	eulertigs	17	na	runsapprox	xz	7170727	10067399	7321537	2745862	188042	181042	10067399	2560140	2393484	303244	2696728	2889192	spneumo_pangenome_k32.r_1.0.S_eulertigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.000000001	greedytigs	17	na	default	bzip	1	17	1	16	1	1	17	84	84	41	125	84	spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.000000001	greedytigs	17	na	default	xz	1	17	1	16	1	1	17	84	84	76	160	84	spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	0.000000001	greedytigs	17	na	ones	bzip	1	17	1	16	1	1	17	84	84	41	125	84	spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.000000001	greedytigs	17	na	ones	xz	1	17	1	16	1	1	17	84	84	76	160	84	spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.000000001	greedytigs	17	na	runsapprox	bzip	1	17	1	16	1	1	17	84	84	41	125	84	spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.000000001	greedytigs	17	na	runsapprox	xz	1	17	1	16	1	1	17	84	84	76	160	84	spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.0001	greedytigs	17	na	default	bzip	717	12189	717	11472	717	717	12189	3808	3564	47	3611	3776	spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.0001	greedytigs	17	na	default	xz	717	12189	717	11472	717	717	12189	3808	3564	124	3688	3776	spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	0.0001	greedytigs	17	na	ones	bzip	717	12189	717	11472	717	717	12189	3808	3564	47	3611	3776	spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.0001	greedytigs	17	na	ones	xz	717	12189	717	11472	717	717	12189	3808	3564	124	3688	3776	spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.0001	greedytigs	17	na	runsapprox	bzip	717	12189	717	11472	717	717	12189	3808	3564	47	3611	3776	spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.0001	greedytigs	17	na	runsapprox	xz	717	12189	717	11472	717	717	12189	3808	3564	124	3688	3776	spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.001	greedytigs	17	na	default	bzip	7170	121762	7170	114592	7162	7162	121762	33816	31696	65	31761	33880	spneumo_pangenome_k32.r_0.001.S_greedytigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.001	greedytigs	17	na	default	xz	7170	121762	7170	114592	7162	7162	121762	33816	31696	200	31896	33880	spneumo_pangenome_k32.r_0.001.S_greedytigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	0.001	greedytigs	17	na	ones	bzip	7170	121762	7171	114591	7163	7162	121762	33816	31696	70	31766	33880	spneumo_pangenome_k32.r_0.001.S_greedytigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.001	greedytigs	17	na	ones	xz	7170	121762	7171	114591	7163	7162	121762	33816	31696	208	31904	33880	spneumo_pangenome_k32.r_0.001.S_greedytigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.001	greedytigs	17	na	runsapprox	bzip	7170	121762	7171	114591	7163	7162	121762	33816	31696	70	31766	33880	spneumo_pangenome_k32.r_0.001.S_greedytigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.001	greedytigs	17	na	runsapprox	xz	7170	121762	7171	114591	7163	7162	121762	33816	31696	208	31904	33880	spneumo_pangenome_k32.r_0.001.S_greedytigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.01	greedytigs	17	na	default	bzip	71707	1207131	71707	1135424	70964	70964	1207131	342104	311140	1328	312468	347580	spneumo_pangenome_k32.r_0.01.S_greedytigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.01	greedytigs	17	na	default	xz	71707	1207131	71707	1135424	70964	70964	1207131	342104	311140	2352	313492	347580	spneumo_pangenome_k32.r_0.01.S_greedytigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	0.01	greedytigs	17	na	ones	bzip	71707	1207131	71898	1135233	71155	70964	1207131	342104	311140	1746	312886	347540	spneumo_pangenome_k32.r_0.01.S_greedytigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.01	greedytigs	17	na	ones	xz	71707	1207131	71898	1135233	71155	70964	1207131	342104	311140	3280	314420	347540	spneumo_pangenome_k32.r_0.01.S_greedytigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.01	greedytigs	17	na	runsapprox	bzip	71707	1207131	71898	1135233	71155	70964	1207131	342104	311140	1746	312886	347540	spneumo_pangenome_k32.r_0.01.S_greedytigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.01	greedytigs	17	na	runsapprox	xz	71707	1207131	71898	1135233	71155	70964	1207131	342104	311140	3280	314420	347540	spneumo_pangenome_k32.r_0.01.S_greedytigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.05	greedytigs	17	na	default	bzip	358536	5800104	358536	5441568	340098	340098	5800104	1651216	1477244	21821	1499065	1684656	spneumo_pangenome_k32.r_0.05.S_greedytigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.05	greedytigs	17	na	default	xz	358536	5800104	358536	5441568	340098	340098	5800104	1651216	1477244	34396	1511640	1684656	spneumo_pangenome_k32.r_0.05.S_greedytigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	0.05	greedytigs	17	na	ones	bzip	358536	5800104	362936	5437168	344400	340098	5800104	1651216	1477244	29343	1506587	1686560	spneumo_pangenome_k32.r_0.05.S_greedytigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.05	greedytigs	17	na	ones	xz	358536	5800104	362936	5437168	344400	340098	5800104	1651216	1477244	49168	1526412	1686560	spneumo_pangenome_k32.r_0.05.S_greedytigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.05	greedytigs	17	na	runsapprox	bzip	358536	5800104	362936	5437168	344400	340098	5800104	1651216	1477244	29343	1506587	1686560	spneumo_pangenome_k32.r_0.05.S_greedytigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.05	greedytigs	17	na	runsapprox	xz	358536	5800104	362936	5437168	344400	340098	5800104	1651216	1477244	49168	1526412	1686560	spneumo_pangenome_k32.r_0.05.S_greedytigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.1	greedytigs	17	na	default	bzip	717072	11008898	717074	10291824	643239	643239	11008898	3134196	2780824	65739	2846563	3222744	spneumo_pangenome_k32.r_0.1.S_greedytigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.1	greedytigs	17	na	default	xz	717072	11008898	717074	10291824	643239	643239	11008898	3134196	2780824	103164	2883988	3222744	spneumo_pangenome_k32.r_0.1.S_greedytigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	0.1	greedytigs	17	na	ones	bzip	717072	11008898	734095	10274803	659633	643239	11008898	3134196	2780824	91985	2872809	3238876	spneumo_pangenome_k32.r_0.1.S_greedytigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.1	greedytigs	17	na	ones	xz	717072	11008898	734095	10274803	659633	643239	11008898	3134196	2780824	151088	2931912	3238876	spneumo_pangenome_k32.r_0.1.S_greedytigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.1	greedytigs	17	na	runsapprox	bzip	717072	11008898	734095	10274803	659633	643239	11008898	3134196	2780824	91985	2872809	3238876	spneumo_pangenome_k32.r_0.1.S_greedytigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.1	greedytigs	17	na	runsapprox	xz	717072	11008898	734095	10274803	659633	643239	11008898	3134196	2780824	151088	2931912	3238876	spneumo_pangenome_k32.r_0.1.S_greedytigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.2	greedytigs	17	na	default	bzip	1434145	19692853	1434165	18258688	1141168	1141168	19692853	5605932	4946764	183038	5129802	5823144	spneumo_pangenome_k32.r_0.2.S_greedytigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.2	greedytigs	17	na	default	xz	1434145	19692853	1434165	18258688	1141168	1141168	19692853	5605932	4946764	292924	5239688	5823144	spneumo_pangenome_k32.r_0.2.S_greedytigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	0.2	greedytigs	17	na	ones	bzip	1434145	19692853	1494672	18198181	1197132	1141168	19692853	5605932	4946764	266598	5213362	5875040	spneumo_pangenome_k32.r_0.2.S_greedytigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.2	greedytigs	17	na	ones	xz	1434145	19692853	1494672	18198181	1197132	1141168	19692853	5605932	4946764	422924	5369688	5875040	spneumo_pangenome_k32.r_0.2.S_greedytigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.2	greedytigs	17	na	runsapprox	bzip	1434145	19692853	1494672	18198181	1197132	1141168	19692853	5605932	4946764	266598	5213362	5875040	spneumo_pangenome_k32.r_0.2.S_greedytigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.2	greedytigs	17	na	runsapprox	xz	1434145	19692853	1494672	18198181	1197132	1141168	19692853	5605932	4946764	422924	5369688	5875040	spneumo_pangenome_k32.r_0.2.S_greedytigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.3	greedytigs	17	na	default	bzip	2151218	26091555	2151395	23940160	1496260	1496260	26091555	7507048	6601608	320948	6922556	7778172	spneumo_pangenome_k32.r_0.3.S_greedytigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.3	greedytigs	17	na	default	xz	2151218	26091555	2151395	23940160	1496260	1496260	26091555	7507048	6601608	510140	7111748	7778172	spneumo_pangenome_k32.r_0.3.S_greedytigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	0.3	greedytigs	17	na	ones	bzip	2151218	26091555	2271571	23819984	1602671	1496260	26091555	7507048	6601608	476164	7077772	7881612	spneumo_pangenome_k32.r_0.3.S_greedytigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.3	greedytigs	17	na	ones	xz	2151218	26091555	2271571	23819984	1602671	1496260	26091555	7507048	6601608	714692	7316300	7881612	spneumo_pangenome_k32.r_0.3.S_greedytigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.3	greedytigs	17	na	runsapprox	bzip	2151218	26091555	2271571	23819984	1602671	1496260	26091555	7507048	6601608	476164	7077772	7881612	spneumo_pangenome_k32.r_0.3.S_greedytigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.3	greedytigs	17	na	runsapprox	xz	2151218	26091555	2271571	23819984	1602671	1496260	26091555	7507048	6601608	714692	7316300	7881612	spneumo_pangenome_k32.r_0.3.S_greedytigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.4	greedytigs	17	na	default	bzip	2868290	30240703	2869055	27371648	1710728	1710728	30240703	8713664	7641000	460177	8101177	9095260	spneumo_pangenome_k32.r_0.4.S_greedytigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.4	greedytigs	17	na	default	xz	2868290	30240703	2869055	27371648	1710728	1710728	30240703	8713664	7641000	711892	8352892	9095260	spneumo_pangenome_k32.r_0.4.S_greedytigs.k_17.d_na.M_default.C_xz
spneumo_pangenome_k32	0.4	greedytigs	17	na	ones	bzip	2868290	30240703	3053375	27187328	1866479	1710728	30240703	8713664	7641000	687303	8328303	9246632	spneumo_pangenome_k32.r_0.4.S_greedytigs.k_17.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.4	greedytigs	17	na	ones	xz	2868290	30240703	3053375	27187328	1866479	1710728	30240703	8713664	7641000	972360	8613360	9246632	spneumo_pangenome_k32.r_0.4.S_greedytigs.k_17.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.4	greedytigs	17	na	runsapprox	bzip	2868290	30240703	3053375	27187328	1866479	1710728	30240703	8713664	7641000	687303	8328303	9246632	spneumo_pangenome_k32.r_0.4.S_greedytigs.k_17.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.4	greedytigs	17	na	runsapprox	xz	2868290	30240703	3053375	27187328	1866479	1710728	30240703	8713664	7641000	972360	8613360	9246632	spneumo_pangenome_k32.r_0.4.S_greedytigs.k_17.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.5	greedytigs	17	na	default	bzip	3585363	32176453	3587973	28588480	1786780	1786780	32176453	9292104	8134708	583170	8717878	9738292	spneumo_pangenome_k32.r_0.5.S_greedytigs.k_17.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.5	greedytigs	17	na	default	xz	3585363	32176453	3587973	28588480	1786780	1786780	32176453	9292104	8134708	867476	9002184	9738292	spneumo_pangenome_k32.r_0.5.S_greedytigs.k_17.d_na.M_default.C_xz
