genome	rate	S_alg	k	d	M_alg	M_compr_alg	kmer_count	l	o	z	r	tigs_ns	tigs_cl	enc0_xz_bytes	S_xz_bytes	M_compr_bytes	enc1_compr_bytes	enc2_xz_bytes	pref
sars-cov-2_pangenome_k32	0.05	matchtigs	31	na	default	bzip	564195	16594905	564195	16030710	534357	534357	16594905	3371076	3104412	34928	3139340	3446580	sars-cov-2_pangenome_k32.r_0.05.S_matchtigs.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	0.05	matchtigs	31	na	default	xz	564195	16594905	564195	16030710	534357	534357	16594905	3371076	3104412	63612	3168024	3446580	sars-cov-2_pangenome_k32.r_0.05.S_matchtigs.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.05	matchtigs	31	na	ones	bzip	564195	16594905	572115	16022790	542097	534357	16594905	3371076	3104412	47992	3152404	3453684	sars-cov-2_pangenome_k32.r_0.05.S_matchtigs.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	0.05	matchtigs	31	na	ones	xz	564195	16594905	572115	16022790	542097	534357	16594905	3371076	3104412	93124	3197536	3453684	sars-cov-2_pangenome_k32.r_0.05.S_matchtigs.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.05	matchtigs	31	na	runsapprox	bzip	564195	16594905	572115	16022790	542097	534357	16594905	3371076	3104412	47992	3152404	3453684	sars-cov-2_pangenome_k32.r_0.05.S_matchtigs.k_31.d_na.M_runsapprox.C_bzip
sars-cov-2_pangenome_k32	0.05	matchtigs	31	na	runsapprox	xz	564195	16594905	572115	16022790	542097	534357	16594905	3371076	3104412	93124	3197536	3453684	sars-cov-2_pangenome_k32.r_0.05.S_matchtigs.k_31.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.1	matchtigs	31	na	default	bzip	1128390	31430310	1128390	30301920	1010064	1010064	31430310	6244992	5737488	104913	5842401	6421692	sars-cov-2_pangenome_k32.r_0.1.S_matchtigs.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	0.1	matchtigs	31	na	default	xz	1128390	31430310	1128390	30301920	1010064	1010064	31430310	6244992	5737488	194088	5931576	6421692	sars-cov-2_pangenome_k32.r_0.1.S_matchtigs.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.1	matchtigs	31	na	ones	bzip	1128390	31430310	1157485	30272825	1037685	1010064	31430310	6244992	5737488	148129	5885617	6443528	sars-cov-2_pangenome_k32.r_0.1.S_matchtigs.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	0.1	matchtigs	31	na	ones	xz	1128390	31430310	1157485	30272825	1037685	1010064	31430310	6244992	5737488	284252	6021740	6443528	sars-cov-2_pangenome_k32.r_0.1.S_matchtigs.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.1	matchtigs	31	na	runsapprox	bzip	1128390	31430310	1157485	30272825	1037685	1010064	31430310	6244992	5737488	148129	5885617	6443528	sars-cov-2_pangenome_k32.r_0.1.S_matchtigs.k_31.d_na.M_runsapprox.C_bzip
sars-cov-2_pangenome_k32	0.1	matchtigs	31	na	runsapprox	xz	1128390	31430310	1157485	30272825	1037685	1010064	31430310	6244992	5737488	284252	6021740	6443528	sars-cov-2_pangenome_k32.r_0.1.S_matchtigs.k_31.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.2	matchtigs	31	na	default	bzip	2256781	55925071	2256811	53668260	1788942	1788942	55925071	10782168	9882328	292207	10174535	11219348	sars-cov-2_pangenome_k32.r_0.2.S_matchtigs.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	0.2	matchtigs	31	na	default	xz	2256781	55925071	2256811	53668260	1788942	1788942	55925071	10782168	9882328	540816	10423144	11219348	sars-cov-2_pangenome_k32.r_0.2.S_matchtigs.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.2	matchtigs	31	na	ones	bzip	2256781	55925071	2361568	53563503	1883402	1788942	55925071	10782168	9882328	428696	10311024	11300232	sars-cov-2_pangenome_k32.r_0.2.S_matchtigs.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	0.2	matchtigs	31	na	ones	xz	2256781	55925071	2361568	53563503	1883402	1788942	55925071	10782168	9882328	790200	10672528	11300232	sars-cov-2_pangenome_k32.r_0.2.S_matchtigs.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.2	matchtigs	31	na	runsapprox	bzip	2256781	55925071	2361568	53563503	1883402	1788942	55925071	10782168	9882328	428696	10311024	11300232	sars-cov-2_pangenome_k32.r_0.2.S_matchtigs.k_31.d_na.M_runsapprox.C_bzip
sars-cov-2_pangenome_k32	0.2	matchtigs	31	na	runsapprox	xz	2256781	55925071	2361568	53563503	1883402	1788942	55925071	10782168	9882328	790200	10672528	11300232	sars-cov-2_pangenome_k32.r_0.2.S_matchtigs.k_31.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.3	matchtigs	31	na	default	bzip	3385172	73767320	3385640	70381680	2346056	2346056	73767320	13972468	12775552	512649	13288201	14701676	sars-cov-2_pangenome_k32.r_0.3.S_matchtigs.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	0.3	matchtigs	31	na	default	xz	3385172	73767320	3385640	70381680	2346056	2346056	73767320	13972468	12775552	933148	13708700	14701676	sars-cov-2_pangenome_k32.r_0.3.S_matchtigs.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.3	matchtigs	31	na	ones	bzip	3385172	73767320	3593312	70174008	2523508	2346056	73767320	13972468	12775552	762037	13537589	14862056	sars-cov-2_pangenome_k32.r_0.3.S_matchtigs.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	0.3	matchtigs	31	na	ones	xz	3385172	73767320	3593312	70174008	2523508	2346056	73767320	13972468	12775552	1340344	14115896	14862056	sars-cov-2_pangenome_k32.r_0.3.S_matchtigs.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.3	matchtigs	31	na	runsapprox	bzip	3385172	73767320	3593312	70174008	2523508	2346056	73767320	13972468	12775552	762037	13537589	14862056	sars-cov-2_pangenome_k32.r_0.3.S_matchtigs.k_31.d_na.M_runsapprox.C_bzip
sars-cov-2_pangenome_k32	0.3	matchtigs	31	na	runsapprox	xz	3385172	73767320	3593312	70174008	2523508	2346056	73767320	13972468	12775552	1340344	14115896	14862056	sars-cov-2_pangenome_k32.r_0.3.S_matchtigs.k_31.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.4	matchtigs	31	na	default	bzip	4513562	85054821	4516461	80538360	2684612	2684612	85054821	15949144	14578816	735815	15314631	16967532	sars-cov-2_pangenome_k32.r_0.4.S_matchtigs.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	0.4	matchtigs	31	na	default	xz	4513562	85054821	4516461	80538360	2684612	2684612	85054821	15949144	14578816	1322716	15901532	16967532	sars-cov-2_pangenome_k32.r_0.4.S_matchtigs.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.4	matchtigs	31	na	ones	bzip	4513562	85054821	4837353	80217468	2943825	2684612	85054821	15949144	14578816	1099423	15678239	17211728	sars-cov-2_pangenome_k32.r_0.4.S_matchtigs.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	0.4	matchtigs	31	na	ones	xz	4513562	85054821	4837353	80217468	2943825	2684612	85054821	15949144	14578816	1850768	16429584	17211728	sars-cov-2_pangenome_k32.r_0.4.S_matchtigs.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.4	matchtigs	31	na	runsapprox	bzip	4513562	85054821	4837353	80217468	2943825	2684612	85054821	15949144	14578816	1099423	15678239	17211728	sars-cov-2_pangenome_k32.r_0.4.S_matchtigs.k_31.d_na.M_runsapprox.C_bzip
sars-cov-2_pangenome_k32	0.4	matchtigs	31	na	runsapprox	xz	4513562	85054821	4837353	80217468	2943825	2684612	85054821	15949144	14578816	1850768	16429584	17211728	sars-cov-2_pangenome_k32.r_0.4.S_matchtigs.k_31.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.5	matchtigs	31	na	default	bzip	5641953	89832424	5653414	84179010	2805967	2805967	89832424	16771396	15219308	935939	16155247	18064736	sars-cov-2_pangenome_k32.r_0.5.S_matchtigs.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	0.5	matchtigs	31	na	default	xz	5641953	89832424	5653414	84179010	2805967	2805967	89832424	16771396	15219308	1661228	16880536	18064736	sars-cov-2_pangenome_k32.r_0.5.S_matchtigs.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.5	matchtigs	31	na	ones	bzip	5641953	89832424	6077433	83754991	3129162	2805967	89832424	16771396	15219308	1392886	16612194	18373212	sars-cov-2_pangenome_k32.r_0.5.S_matchtigs.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	0.5	matchtigs	31	na	ones	xz	5641953	89832424	6077433	83754991	3129162	2805967	89832424	16771396	15219308	2251288	17470596	18373212	sars-cov-2_pangenome_k32.r_0.5.S_matchtigs.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.5	matchtigs	31	na	runsapprox	bzip	5641953	89832424	6077433	83754991	3129162	2805967	89832424	16771396	15219308	1392886	16612194	18373212	sars-cov-2_pangenome_k32.r_0.5.S_matchtigs.k_31.d_na.M_runsapprox.C_bzip
sars-cov-2_pangenome_k32	0.5	matchtigs	31	na	runsapprox	xz	5641953	89832424	6077433	83754991	3129162	2805967	89832424	16771396	15219308	2251288	17470596	18373212	sars-cov-2_pangenome_k32.r_0.5.S_matchtigs.k_31.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.9	matchtigs	31	na	default	bzip	10155516	44538176	10702736	33835440	1127848	1127848	44538176	8136732	7503032	757960	8260992	9333852	sars-cov-2_pangenome_k32.r_0.9.S_matchtigs.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	0.9	matchtigs	31	na	default	xz	10155516	44538176	10702736	33835440	1127848	1127848	44538176	8136732	7503032	1242992	8746024	9333852	sars-cov-2_pangenome_k32.r_0.9.S_matchtigs.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.9	matchtigs	31	na	ones	bzip	10155516	44538176	11058986	33479190	1310389	1127848	44538176	8136732	7503032	1068189	8571221	9591204	sars-cov-2_pangenome_k32.r_0.9.S_matchtigs.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	0.9	matchtigs	31	na	ones	xz	10155516	44538176	11058986	33479190	1310389	1127848	44538176	8136732	7503032	1543656	9046688	9591204	sars-cov-2_pangenome_k32.r_0.9.S_matchtigs.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.9	matchtigs	31	na	runsapprox	bzip	10155516	44538176	11058986	33479190	1310389	1127848	44538176	8136732	7503032	1068189	8571221	9591204	sars-cov-2_pangenome_k32.r_0.9.S_matchtigs.k_31.d_na.M_runsapprox.C_bzip
sars-cov-2_pangenome_k32	0.9	matchtigs	31	na	runsapprox	xz	10155516	44538176	11058986	33479190	1310389	1127848	44538176	8136732	7503032	1543656	9046688	9591204	sars-cov-2_pangenome_k32.r_0.9.S_matchtigs.k_31.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	1.0	matchtigs	31	na	default	bzip	11283907	16526388	12904938	3621450	120715	120715	16526388	2270928	2197216	132795	2330011	2482124	sars-cov-2_pangenome_k32.r_1.0.S_matchtigs.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	1.0	matchtigs	31	na	default	xz	11283907	16526388	12904938	3621450	120715	120715	16526388	2270928	2197216	267432	2464648	2482124	sars-cov-2_pangenome_k32.r_1.0.S_matchtigs.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	1.0	matchtigs	31	na	ones	bzip	11283907	16526388	12992517	3533871	130226	120715	16526388	2270928	2197216	176181	2373397	2508668	sars-cov-2_pangenome_k32.r_1.0.S_matchtigs.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	1.0	matchtigs	31	na	ones	xz	11283907	16526388	12992517	3533871	130226	120715	16526388	2270928	2197216	313008	2510224	2508668	sars-cov-2_pangenome_k32.r_1.0.S_matchtigs.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	1.0	matchtigs	31	na	runsapprox	bzip	11283907	16526388	12992517	3533871	130226	120715	16526388	2270928	2197216	176181	2373397	2508668	sars-cov-2_pangenome_k32.r_1.0.S_matchtigs.k_31.d_na.M_runsapprox.C_bzip
sars-cov-2_pangenome_k32	1.0	matchtigs	31	na	runsapprox	xz	11283907	16526388	12992517	3533871	130226	120715	16526388	2270928	2197216	313008	2510224	2508668	sars-cov-2_pangenome_k32.r_1.0.S_matchtigs.k_31.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.000000001	prophasm	31	na	default	bzip	1	31	1	30	1	1	31	96	96	41	137	96	sars-cov-2_pangenome_k32.r_0.000000001.S_prophasm.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	0.000000001	prophasm	31	na	default	xz	1	31	1	30	1	1	31	96	96	76	172	96	sars-cov-2_pangenome_k32.r_0.000000001.S_prophasm.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.000000001	prophasm	31	na	ones	bzip	1	31	1	30	1	1	31	96	96	41	137	96	sars-cov-2_pangenome_k32.r_0.000000001.S_prophasm.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	0.000000001	prophasm	31	na	ones	xz	1	31	1	30	1	1	31	96	96	76	172	96	sars-cov-2_pangenome_k32.r_0.000000001.S_prophasm.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.000000001	prophasm	31	na	runsapprox	bzip	1	31	1	30	1	1	31	96	96	41	137	96	sars-cov-2_pangenome_k32.r_0.000000001.S_prophasm.k_31.d_na.M_runsapprox.C_bzip
sars-cov-2_pangenome_k32	0.000000001	prophasm	31	na	runsapprox	xz	1	31	1	30	1	1	31	96	96	76	172	96	sars-cov-2_pangenome_k32.r_0.000000001.S_prophasm.k_31.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.0001	prophasm	31	na	default	bzip	1128	34938	1128	33810	1127	1127	34938	10580	9772	47	9819	10816	sars-cov-2_pangenome_k32.r_0.0001.S_prophasm.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	0.0001	prophasm	31	na	default	xz	1128	34938	1128	33810	1127	1127	34938	10580	9772	148	9920	10816	sars-cov-2_pangenome_k32.r_0.0001.S_prophasm.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.0001	prophasm	31	na	ones	bzip	1128	34938	1128	33810	1127	1127	34938	10580	9772	47	9819	10816	sars-cov-2_pangenome_k32.r_0.0001.S_prophasm.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	0.0001	prophasm	31	na	ones	xz	1128	34938	1128	33810	1127	1127	34938	10580	9772	148	9920	10816	sars-cov-2_pangenome_k32.r_0.0001.S_prophasm.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.0001	prophasm	31	na	runsapprox	bzip	1128	34938	1128	33810	1127	1127	34938	10580	9772	47	9819	10816	sars-cov-2_pangenome_k32.r_0.0001.S_prophasm.k_31.d_na.M_runsapprox.C_bzip
sars-cov-2_pangenome_k32	0.0001	prophasm	31	na	runsapprox	xz	1128	34938	1128	33810	1127	1127	34938	10580	9772	148	9920	10816	sars-cov-2_pangenome_k32.r_0.0001.S_prophasm.k_31.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.001	prophasm	31	na	default	bzip	11283	349443	11283	338160	11272	11272	349443	89080	81640	69	81709	91196	sars-cov-2_pangenome_k32.r_0.001.S_prophasm.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	0.001	prophasm	31	na	default	xz	11283	349443	11283	338160	11272	11272	349443	89080	81640	240	81880	91196	sars-cov-2_pangenome_k32.r_0.001.S_prophasm.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.001	prophasm	31	na	ones	bzip	11283	349443	11287	338156	11276	11272	349443	89080	81640	86	81726	91204	sars-cov-2_pangenome_k32.r_0.001.S_prophasm.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	0.001	prophasm	31	na	ones	xz	11283	349443	11287	338156	11276	11272	349443	89080	81640	268	81908	91204	sars-cov-2_pangenome_k32.r_0.001.S_prophasm.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.001	prophasm	31	na	runsapprox	bzip	11283	349443	11287	338156	11276	11272	349443	89080	81640	86	81726	91204	sars-cov-2_pangenome_k32.r_0.001.S_prophasm.k_31.d_na.M_runsapprox.C_bzip
sars-cov-2_pangenome_k32	0.001	prophasm	31	na	runsapprox	xz	11283	349443	11287	338156	11276	11272	349443	89080	81640	268	81908	91204	sars-cov-2_pangenome_k32.r_0.001.S_prophasm.k_31.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.01	prophasm	31	na	default	bzip	112839	3463059	112839	3350220	111674	111674	3463059	767356	706688	2028	708716	780040	sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	0.01	prophasm	31	na	default	xz	112839	3463059	112839	3350220	111674	111674	3463059	767356	706688	3972	710660	780040	sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.01	prophasm	31	na	ones	bzip	112839	3463059	113164	3349895	111997	111674	3463059	767356	706688	2733	709421	780232	sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	0.01	prophasm	31	na	ones	xz	112839	3463059	113164	3349895	111997	111674	3463059	767356	706688	5616	712304	780232	sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.01	prophasm	31	na	runsapprox	bzip	112839	3463059	113164	3349895	111997	111674	3463059	767356	706688	2733	709421	780232	sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_31.d_na.M_runsapprox.C_bzip
sars-cov-2_pangenome_k32	0.01	prophasm	31	na	runsapprox	xz	112839	3463059	113164	3349895	111997	111674	3463059	767356	706688	5616	712304	780232	sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_31.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.05	prophasm	31	na	default	bzip	564195	16594905	564195	16030710	534357	534357	16594905	3425640	3180792	32847	3213639	3495556	sars-cov-2_pangenome_k32.r_0.05.S_prophasm.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	0.05	prophasm	31	na	default	xz	564195	16594905	564195	16030710	534357	534357	16594905	3425640	3180792	60152	3240944	3495556	sars-cov-2_pangenome_k32.r_0.05.S_prophasm.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.05	prophasm	31	na	ones	bzip	564195	16594905	572081	16022824	542063	534357	16594905	3425640	3180792	46015	3226807	3503064	sars-cov-2_pangenome_k32.r_0.05.S_prophasm.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	0.05	prophasm	31	na	ones	xz	564195	16594905	572081	16022824	542063	534357	16594905	3425640	3180792	89888	3270680	3503064	sars-cov-2_pangenome_k32.r_0.05.S_prophasm.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.05	prophasm	31	na	runsapprox	bzip	564195	16594905	572081	16022824	542063	534357	16594905	3425640	3180792	46015	3226807	3503064	sars-cov-2_pangenome_k32.r_0.05.S_prophasm.k_31.d_na.M_runsapprox.C_bzip
sars-cov-2_pangenome_k32	0.05	prophasm	31	na	runsapprox	xz	564195	16594905	572081	16022824	542063	534357	16594905	3425640	3180792	89888	3270680	3503064	sars-cov-2_pangenome_k32.r_0.05.S_prophasm.k_31.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.1	prophasm	31	na	default	bzip	1128390	31430310	1128390	30301920	1010064	1010064	31430310	6298108	5844044	97431	5941475	6462840	sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	0.1	prophasm	31	na	default	xz	1128390	31430310	1128390	30301920	1010064	1010064	31430310	6298108	5844044	179996	6024040	6462840	sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.1	prophasm	31	na	ones	bzip	1128390	31430310	1158453	30271857	1038569	1010064	31430310	6298108	5844044	142296	5986340	6490532	sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	0.1	prophasm	31	na	ones	xz	1128390	31430310	1158453	30271857	1038569	1010064	31430310	6298108	5844044	274868	6118912	6490532	sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.1	prophasm	31	na	runsapprox	bzip	1128390	31430310	1158453	30271857	1038569	1010064	31430310	6298108	5844044	142296	5986340	6490532	sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_31.d_na.M_runsapprox.C_bzip
sars-cov-2_pangenome_k32	0.1	prophasm	31	na	runsapprox	xz	1128390	31430310	1158453	30271857	1038569	1010064	31430310	6298108	5844044	274868	6118912	6490532	sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_31.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.2	prophasm	31	na	default	bzip	2256781	55925791	2256781	53669010	1788967	1788967	55925791	10855104	10022036	271818	10293854	11264052	sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	0.2	prophasm	31	na	default	xz	2256781	55925791	2256781	53669010	1788967	1788967	55925791	10855104	10022036	498548	10520584	11264052	sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.2	prophasm	31	na	ones	bzip	2256781	55925791	2363853	53561938	1885558	1788967	55925791	10855104	10022036	412700	10434736	11354484	sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	0.2	prophasm	31	na	ones	xz	2256781	55925791	2363853	53561938	1885558	1788967	55925791	10855104	10022036	763512	10785548	11354484	sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.2	prophasm	31	na	runsapprox	bzip	2256781	55925791	2363853	53561938	1885558	1788967	55925791	10855104	10022036	412700	10434736	11354484	sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_31.d_na.M_runsapprox.C_bzip
sars-cov-2_pangenome_k32	0.2	prophasm	31	na	runsapprox	xz	2256781	55925791	2363853	53561938	1885558	1788967	55925791	10855104	10022036	763512	10785548	11354484	sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_31.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.3	prophasm	31	na	default	bzip	3385172	73777532	3385172	70392360	2346412	2346412	73777532	14049324	12904024	473663	13377687	14742364	sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	0.3	prophasm	31	na	default	xz	3385172	73777532	3385172	70392360	2346412	2346412	73777532	14049324	12904024	857180	13761204	14742364	sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.3	prophasm	31	na	ones	bzip	3385172	73777532	3598771	70178761	2528734	2346412	73777532	14049324	12904024	733785	13637809	14914148	sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	0.3	prophasm	31	na	ones	xz	3385172	73777532	3598771	70178761	2528734	2346412	73777532	14049324	12904024	1294856	14198880	14914148	sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.3	prophasm	31	na	runsapprox	bzip	3385172	73777532	3598771	70178761	2528734	2346412	73777532	14049324	12904024	733785	13637809	14914148	sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_31.d_na.M_runsapprox.C_bzip
sars-cov-2_pangenome_k32	0.3	prophasm	31	na	runsapprox	xz	3385172	73777532	3598771	70178761	2528734	2346412	73777532	14049324	12904024	1294856	14198880	14914148	sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_31.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.4	prophasm	31	na	default	bzip	4513562	85109492	4513562	80595930	2686531	2686531	85109492	16041832	14676596	676100	15352696	17012236	sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	0.4	prophasm	31	na	default	xz	4513562	85109492	4513562	80595930	2686531	2686531	85109492	16041832	14676596	1207488	15884084	17012236	sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.4	prophasm	31	na	ones	bzip	4513562	85109492	4845114	80264378	2952794	2686531	85109492	16041832	14676596	1055095	15731691	17269104	sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	0.4	prophasm	31	na	ones	xz	4513562	85109492	4845114	80264378	2952794	2686531	85109492	16041832	14676596	1780604	16457200	17269104	sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.4	prophasm	31	na	runsapprox	bzip	4513562	85109492	4845114	80264378	2952794	2686531	85109492	16041832	14676596	1055095	15731691	17269104	sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_31.d_na.M_runsapprox.C_bzip
sars-cov-2_pangenome_k32	0.4	prophasm	31	na	runsapprox	xz	4513562	85109492	4845114	80264378	2952794	2686531	85109492	16041832	14676596	1780604	16457200	17269104	sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_31.d_na.M_runsapprox.C_xz
sars-cov-2_pangenome_k32	0.5	prophasm	31	na	default	bzip	5641953	90015213	5641953	84373260	2812442	2812442	90015213	16840052	15409192	852247	16261439	18078588	sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_31.d_na.M_default.C_bzip
sars-cov-2_pangenome_k32	0.5	prophasm	31	na	default	xz	5641953	90015213	5641953	84373260	2812442	2812442	90015213	16840052	15409192	1500668	16909860	18078588	sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_31.d_na.M_default.C_xz
sars-cov-2_pangenome_k32	0.5	prophasm	31	na	ones	bzip	5641953	90015213	6088016	83927197	3146210	2812442	90015213	16840052	15409192	1333996	16743188	18404868	sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_31.d_na.M_ones.C_bzip
sars-cov-2_pangenome_k32	0.5	prophasm	31	na	ones	xz	5641953	90015213	6088016	83927197	3146210	2812442	90015213	16840052	15409192	2159608	17568800	18404868	sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_31.d_na.M_ones.C_xz
sars-cov-2_pangenome_k32	0.5	prophasm	31	na	runsapprox	bzip	5641953	90015213	6088016	83927197	3146210	2812442	90015213	16840052	15409192	1333996	16743188	18404868	sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_31.d_na.M_runsapprox.C_bzip
