genome	k	S_alg	algorithm	camel_DS	d	M_alg	kmer_count	l	o	z	r	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	camel_mem_bytes	camel_real_s	camel_usr_s	camel_sys_s	pref0	pref
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	3	zeros	2128471	2154978	2128471	26507	1820	557968	4472	562440	563684	10308668000	89.95	83.94	3.76	spneumoniae.S_pseudosimplitigsAC.k_20.d_3	spneumoniae.S_pseudosimplitigsAC.k_20.d_3.M_zeros
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	4	default	2128471	2153797	2128471	25326	1837	558160	4576	562736	562984	10308676000	98.87	92.06	4.3	spneumoniae.S_pseudosimplitigsAC.k_20.d_4	spneumoniae.S_pseudosimplitigsAC.k_20.d_4.M_default
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	4	ones	2128471	2153797	2130295	23502	1332	558160	3664	561824	562108	10308676000	98.87	92.06	4.3	spneumoniae.S_pseudosimplitigsAC.k_20.d_4	spneumoniae.S_pseudosimplitigsAC.k_20.d_4.M_ones
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	4	runs	2128471	2153797	2130278	23519	1322	558160	3640	561800	562072	10308676000	98.87	92.06	4.3	spneumoniae.S_pseudosimplitigsAC.k_20.d_4	spneumoniae.S_pseudosimplitigsAC.k_20.d_4.M_runs
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	4	zeros	2128471	2153797	2128471	25326	1839	558160	4584	562744	563620	10308676000	98.87	92.06	4.3	spneumoniae.S_pseudosimplitigsAC.k_20.d_4	spneumoniae.S_pseudosimplitigsAC.k_20.d_4.M_zeros
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	5	default	2128471	2151907	2128471	23436	1861	557100	4772	561872	562672	10308696000	97.47	90.38	4.66	spneumoniae.S_pseudosimplitigsAC.k_20.d_5	spneumoniae.S_pseudosimplitigsAC.k_20.d_5.M_default
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	5	ones	2128471	2151907	2130771	21136	1224	557100	3572	560672	561204	10308696000	97.47	90.38	4.66	spneumoniae.S_pseudosimplitigsAC.k_20.d_5	spneumoniae.S_pseudosimplitigsAC.k_20.d_5.M_ones
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	5	runs	2128471	2151907	2130756	21151	1214	557100	3540	560640	561144	10308696000	97.47	90.38	4.66	spneumoniae.S_pseudosimplitigsAC.k_20.d_5	spneumoniae.S_pseudosimplitigsAC.k_20.d_5.M_runs
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	5	zeros	2128471	2151907	2128471	23436	1863	557100	4776	561876	563156	10308696000	97.47	90.38	4.66	spneumoniae.S_pseudosimplitigsAC.k_20.d_5	spneumoniae.S_pseudosimplitigsAC.k_20.d_5.M_zeros
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	6	default	2128471	2151102	2128471	22631	1877	557084	4876	561960	562560	10308708000	95.98	89.05	4.42	spneumoniae.S_pseudosimplitigsAC.k_20.d_6	spneumoniae.S_pseudosimplitigsAC.k_20.d_6.M_default
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	6	ones	2128471	2151102	2131166	19936	1168	557084	3480	560564	561280	10308708000	95.98	89.05	4.42	spneumoniae.S_pseudosimplitigsAC.k_20.d_6	spneumoniae.S_pseudosimplitigsAC.k_20.d_6.M_ones
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	6	runs	2128471	2151102	2131154	19948	1159	557084	3452	560536	561152	10308708000	95.98	89.05	4.42	spneumoniae.S_pseudosimplitigsAC.k_20.d_6	spneumoniae.S_pseudosimplitigsAC.k_20.d_6.M_runs
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	6	zeros	2128471	2151102	2128471	22631	1881	557084	4896	561980	562216	10308708000	95.98	89.05	4.42	spneumoniae.S_pseudosimplitigsAC.k_20.d_6	spneumoniae.S_pseudosimplitigsAC.k_20.d_6.M_zeros
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	7	default	2128471	2150861	2128471	22390	1932	557156	5112	562268	563272	10308492000	92.65	85.5	4.44	spneumoniae.S_pseudosimplitigsAC.k_20.d_7	spneumoniae.S_pseudosimplitigsAC.k_20.d_7.M_default
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	7	ones	2128471	2150861	2131487	19374	1183	557156	3644	560800	561128	10308492000	92.65	85.5	4.44	spneumoniae.S_pseudosimplitigsAC.k_20.d_7	spneumoniae.S_pseudosimplitigsAC.k_20.d_7.M_ones
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	7	runs	2128471	2150861	2131474	19387	1172	557156	3612	560768	561228	10308492000	92.65	85.5	4.44	spneumoniae.S_pseudosimplitigsAC.k_20.d_7	spneumoniae.S_pseudosimplitigsAC.k_20.d_7.M_runs
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	7	zeros	2128471	2150861	2128471	22390	1940	557156	5156	562312	562452	10308492000	92.65	85.5	4.44	spneumoniae.S_pseudosimplitigsAC.k_20.d_7	spneumoniae.S_pseudosimplitigsAC.k_20.d_7.M_zeros
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	8	default	2128471	2150735	2128471	22264	2019	557396	5444	562840	563084	10309280000	93.42	87.34	4.11	spneumoniae.S_pseudosimplitigsAC.k_20.d_8	spneumoniae.S_pseudosimplitigsAC.k_20.d_8.M_default
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	8	ones	2128471	2150735	2131967	18768	1202	557396	3804	561200	561308	10309280000	93.42	87.34	4.11	spneumoniae.S_pseudosimplitigsAC.k_20.d_8	spneumoniae.S_pseudosimplitigsAC.k_20.d_8.M_ones
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	8	runs	2128471	2150735	2131961	18774	1198	557396	3796	561192	561264	10309280000	93.42	87.34	4.11	spneumoniae.S_pseudosimplitigsAC.k_20.d_8	spneumoniae.S_pseudosimplitigsAC.k_20.d_8.M_runs
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	8	zeros	2128471	2150735	2128471	22264	2026	557396	5456	562852	563428	10309280000	93.42	87.34	4.11	spneumoniae.S_pseudosimplitigsAC.k_20.d_8	spneumoniae.S_pseudosimplitigsAC.k_20.d_8.M_zeros
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	9	default	2128471	2151477	2128471	23006	2164	557660	5996	563656	563776	10308700000	99.63	93.3	3.82	spneumoniae.S_pseudosimplitigsAC.k_20.d_9	spneumoniae.S_pseudosimplitigsAC.k_20.d_9.M_default
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	9	ones	2128471	2151477	2132496	18981	1309	557660	4356	562016	562120	10308700000	99.63	93.3	3.82	spneumoniae.S_pseudosimplitigsAC.k_20.d_9	spneumoniae.S_pseudosimplitigsAC.k_20.d_9.M_ones
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	9	runs	2128471	2151477	2132488	18989	1302	557660	4336	561996	562088	10308700000	99.63	93.3	3.82	spneumoniae.S_pseudosimplitigsAC.k_20.d_9	spneumoniae.S_pseudosimplitigsAC.k_20.d_9.M_runs
spneumoniae	20	pseudosimplitigsAC	loc-greedy	AC	9	zeros	2128471	2151477	2128471	23006	2178	557660	6004	563664	564520	10308700000	99.63	93.3	3.82	spneumoniae.S_pseudosimplitigsAC.k_20.d_9	spneumoniae.S_pseudosimplitigsAC.k_20.d_9.M_zeros
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	1	default	2130395	2161975	2130395	31580	1579	558688	3704	562392	563940	498116000	15.68	13.21	0.27	spneumoniae.S_pseudosimplitigs.k_21.d_1	spneumoniae.S_pseudosimplitigs.k_21.d_1.M_default
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	1	ones	2130395	2161975	2131609	30366	1584	558688	4208	562896	564104	498116000	15.68	13.21	0.27	spneumoniae.S_pseudosimplitigs.k_21.d_1	spneumoniae.S_pseudosimplitigs.k_21.d_1.M_ones
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	1	runs	2130395	2161975	2131601	30374	1577	558688	4196	562884	564100	498116000	15.68	13.21	0.27	spneumoniae.S_pseudosimplitigs.k_21.d_1	spneumoniae.S_pseudosimplitigs.k_21.d_1.M_runs
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	1	zeros	2130395	2161975	2130395	31580	1601	558688	3824	562512	563992	498116000	15.68	13.21	0.27	spneumoniae.S_pseudosimplitigs.k_21.d_1	spneumoniae.S_pseudosimplitigs.k_21.d_1.M_zeros
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	10	default	2130395	2153518	2130395	23123	2006	558112	5740	563852	563608	496144000	111.46	104.46	2	spneumoniae.S_pseudosimplitigs.k_21.d_10	spneumoniae.S_pseudosimplitigs.k_21.d_10.M_default
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	10	ones	2130395	2153518	2134450	19068	1260	558112	4244	562356	561956	496144000	111.46	104.46	2	spneumoniae.S_pseudosimplitigs.k_21.d_10	spneumoniae.S_pseudosimplitigs.k_21.d_10.M_ones
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	10	runs	2130395	2153518	2134439	19079	1251	558112	4232	562344	561728	496144000	111.46	104.46	2	spneumoniae.S_pseudosimplitigs.k_21.d_10	spneumoniae.S_pseudosimplitigs.k_21.d_10.M_runs
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	10	zeros	2130395	2153518	2130395	23123	2015	558112	5800	563912	563540	496144000	111.46	104.46	2	spneumoniae.S_pseudosimplitigs.k_21.d_10	spneumoniae.S_pseudosimplitigs.k_21.d_10.M_zeros
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	11	default	2130395	2155547	2130395	25152	2243	558088	6452	564540	564764	498108000	356.54	352.17	1.52	spneumoniae.S_pseudosimplitigs.k_21.d_11	spneumoniae.S_pseudosimplitigs.k_21.d_11.M_default
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	11	ones	2130395	2155547	2134793	20754	1474	558088	4968	563056	563028	498108000	356.54	352.17	1.52	spneumoniae.S_pseudosimplitigs.k_21.d_11	spneumoniae.S_pseudosimplitigs.k_21.d_11.M_ones
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	11	runs	2130395	2155547	2134782	20765	1466	558088	4948	563036	562832	498108000	356.54	352.17	1.52	spneumoniae.S_pseudosimplitigs.k_21.d_11	spneumoniae.S_pseudosimplitigs.k_21.d_11.M_runs
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	11	zeros	2130395	2155547	2130395	25152	2256	558088	6520	564608	564464	498108000	356.54	352.17	1.52	spneumoniae.S_pseudosimplitigs.k_21.d_11	spneumoniae.S_pseudosimplitigs.k_21.d_11.M_zeros
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	12	default	2130395	2160480	2130395	30085	2715	559036	7692	566728	566896	498128000	1215.6	1198.24	10.99	spneumoniae.S_pseudosimplitigs.k_21.d_12	spneumoniae.S_pseudosimplitigs.k_21.d_12.M_default
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	12	ones	2130395	2160480	2135149	25331	1931	559036	6256	565292	565244	498128000	1215.6	1198.24	10.99	spneumoniae.S_pseudosimplitigs.k_21.d_12	spneumoniae.S_pseudosimplitigs.k_21.d_12.M_ones
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	12	runs	2130395	2160480	2135129	25351	1921	559036	6244	565280	565324	498128000	1215.6	1198.24	10.99	spneumoniae.S_pseudosimplitigs.k_21.d_12	spneumoniae.S_pseudosimplitigs.k_21.d_12.M_runs
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	12	zeros	2130395	2160480	2130395	30085	2725	559036	7748	566784	567132	498128000	1215.6	1198.24	10.99	spneumoniae.S_pseudosimplitigs.k_21.d_12	spneumoniae.S_pseudosimplitigs.k_21.d_12.M_zeros
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	2	default	2130395	2159188	2130395	28793	1604	557980	3912	561892	564244	498064000	15.11	12.67	0.24	spneumoniae.S_pseudosimplitigs.k_21.d_2	spneumoniae.S_pseudosimplitigs.k_21.d_2.M_default
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	2	ones	2130395	2159188	2131666	27522	1440	557980	3872	561852	563268	498064000	15.11	12.67	0.24	spneumoniae.S_pseudosimplitigs.k_21.d_2	spneumoniae.S_pseudosimplitigs.k_21.d_2.M_ones
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	2	runs	2130395	2159188	2131661	27527	1436	557980	3864	561844	563228	498064000	15.11	12.67	0.24	spneumoniae.S_pseudosimplitigs.k_21.d_2	spneumoniae.S_pseudosimplitigs.k_21.d_2.M_runs
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	2	zeros	2130395	2159188	2130395	28793	1616	557980	3964	561944	563692	498064000	15.11	12.67	0.24	spneumoniae.S_pseudosimplitigs.k_21.d_2	spneumoniae.S_pseudosimplitigs.k_21.d_2.M_zeros
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	3	default	2130395	2157443	2130395	27048	1627	557664	4040	561704	562976	498168000	14.41	12.24	0.17	spneumoniae.S_pseudosimplitigs.k_21.d_3	spneumoniae.S_pseudosimplitigs.k_21.d_3.M_default
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	3	ones	2130395	2157443	2131848	25595	1361	557664	3784	561448	563044	498168000	14.41	12.24	0.17	spneumoniae.S_pseudosimplitigs.k_21.d_3	spneumoniae.S_pseudosimplitigs.k_21.d_3.M_ones
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	3	runs	2130395	2157443	2131841	25602	1355	557664	3772	561436	563056	498168000	14.41	12.24	0.17	spneumoniae.S_pseudosimplitigs.k_21.d_3	spneumoniae.S_pseudosimplitigs.k_21.d_3.M_runs
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	3	zeros	2130395	2157443	2130395	27048	1633	557664	4068	561732	563188	498168000	14.41	12.24	0.17	spneumoniae.S_pseudosimplitigs.k_21.d_3	spneumoniae.S_pseudosimplitigs.k_21.d_3.M_zeros
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	4	default	2130395	2155051	2130395	24656	1651	557752	4220	561972	562608	498156000	17.89	14.99	0.51	spneumoniae.S_pseudosimplitigs.k_21.d_4	spneumoniae.S_pseudosimplitigs.k_21.d_4.M_default
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	4	ones	2130395	2155051	2132197	22854	1224	557752	3564	561316	561764	498156000	17.89	14.99	0.51	spneumoniae.S_pseudosimplitigs.k_21.d_4	spneumoniae.S_pseudosimplitigs.k_21.d_4.M_ones
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	4	runs	2130395	2155051	2132193	22858	1220	557752	3556	561308	561744	498156000	17.89	14.99	0.51	spneumoniae.S_pseudosimplitigs.k_21.d_4	spneumoniae.S_pseudosimplitigs.k_21.d_4.M_runs
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	4	zeros	2130395	2155051	2130395	24656	1656	557752	4236	561988	562536	498156000	17.89	14.99	0.51	spneumoniae.S_pseudosimplitigs.k_21.d_4	spneumoniae.S_pseudosimplitigs.k_21.d_4.M_zeros
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	5	default	2130395	2153959	2130395	23564	1666	557252	4372	561624	562724	498116000	16.31	13.69	0.24	spneumoniae.S_pseudosimplitigs.k_21.d_5	spneumoniae.S_pseudosimplitigs.k_21.d_5.M_default
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	5	ones	2130395	2153959	2132435	21524	1165	557252	3416	560668	561652	498116000	16.31	13.69	0.24	spneumoniae.S_pseudosimplitigs.k_21.d_5	spneumoniae.S_pseudosimplitigs.k_21.d_5.M_ones
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	5	runs	2130395	2153959	2132429	21530	1159	557252	3408	560660	561780	498116000	16.31	13.69	0.24	spneumoniae.S_pseudosimplitigs.k_21.d_5	spneumoniae.S_pseudosimplitigs.k_21.d_5.M_runs
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	5	zeros	2130395	2153959	2130395	23564	1672	557252	4372	561624	562660	498116000	16.31	13.69	0.24	spneumoniae.S_pseudosimplitigs.k_21.d_5	spneumoniae.S_pseudosimplitigs.k_21.d_5.M_zeros
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	6	default	2130395	2153317	2130395	22922	1693	557780	4456	562236	562284	498096000	18.56	15.69	0.37	spneumoniae.S_pseudosimplitigs.k_21.d_6	spneumoniae.S_pseudosimplitigs.k_21.d_6.M_default
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	6	ones	2130395	2153317	2132743	20574	1138	557780	3428	561208	561436	498096000	18.56	15.69	0.37	spneumoniae.S_pseudosimplitigs.k_21.d_6	spneumoniae.S_pseudosimplitigs.k_21.d_6.M_ones
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	6	runs	2130395	2153317	2132732	20585	1130	557780	3420	561200	562016	498096000	18.56	15.69	0.37	spneumoniae.S_pseudosimplitigs.k_21.d_6	spneumoniae.S_pseudosimplitigs.k_21.d_6.M_runs
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	6	zeros	2130395	2153317	2130395	22922	1699	557780	4456	562236	563196	498096000	18.56	15.69	0.37	spneumoniae.S_pseudosimplitigs.k_21.d_6	spneumoniae.S_pseudosimplitigs.k_21.d_6.M_zeros
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	7	default	2130395	2152672	2130395	22277	1718	557972	4580	562552	562940	498088000	16.49	14.21	0.29	spneumoniae.S_pseudosimplitigs.k_21.d_7	spneumoniae.S_pseudosimplitigs.k_21.d_7.M_default
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	7	ones	2130395	2152672	2133163	19509	1105	557972	3412	561384	561072	498088000	16.49	14.21	0.29	spneumoniae.S_pseudosimplitigs.k_21.d_7	spneumoniae.S_pseudosimplitigs.k_21.d_7.M_ones
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	7	runs	2130395	2152672	2133156	19516	1101	557972	3400	561372	561060	498088000	16.49	14.21	0.29	spneumoniae.S_pseudosimplitigs.k_21.d_7	spneumoniae.S_pseudosimplitigs.k_21.d_7.M_runs
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	7	zeros	2130395	2152672	2130395	22277	1724	557972	4588	562560	562892	498088000	16.49	14.21	0.29	spneumoniae.S_pseudosimplitigs.k_21.d_7	spneumoniae.S_pseudosimplitigs.k_21.d_7.M_zeros
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	8	default	2130395	2152150	2130395	21755	1740	558396	4752	563148	562304	496072000	28.95	19.02	5.18	spneumoniae.S_pseudosimplitigs.k_21.d_8	spneumoniae.S_pseudosimplitigs.k_21.d_8.M_default
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	8	ones	2130395	2152150	2133501	18649	1072	558396	3400	561796	561272	496072000	28.95	19.02	5.18	spneumoniae.S_pseudosimplitigs.k_21.d_8	spneumoniae.S_pseudosimplitigs.k_21.d_8.M_ones
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	8	runs	2130395	2152150	2133493	18657	1065	558396	3396	561792	561084	496072000	28.95	19.02	5.18	spneumoniae.S_pseudosimplitigs.k_21.d_8	spneumoniae.S_pseudosimplitigs.k_21.d_8.M_runs
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	8	zeros	2130395	2152150	2130395	21755	1746	558396	4772	563168	562960	496072000	28.95	19.02	5.18	spneumoniae.S_pseudosimplitigs.k_21.d_8	spneumoniae.S_pseudosimplitigs.k_21.d_8.M_zeros
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	9	default	2130395	2152462	2130395	22067	1830	557196	5140	562336	562700	498104000	38.42	35.47	0.42	spneumoniae.S_pseudosimplitigs.k_21.d_9	spneumoniae.S_pseudosimplitigs.k_21.d_9.M_default
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	9	ones	2130395	2152462	2133875	18587	1131	557196	3656	560852	561716	498104000	38.42	35.47	0.42	spneumoniae.S_pseudosimplitigs.k_21.d_9	spneumoniae.S_pseudosimplitigs.k_21.d_9.M_ones
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	9	runs	2130395	2152462	2133862	18600	1124	557196	3644	560840	561704	498104000	38.42	35.47	0.42	spneumoniae.S_pseudosimplitigs.k_21.d_9	spneumoniae.S_pseudosimplitigs.k_21.d_9.M_runs
spneumoniae	21	pseudosimplitigs	loc-greedy	HT	9	zeros	2130395	2152462	2130395	22067	1834	557196	5148	562344	562832	498104000	38.42	35.47	0.42	spneumoniae.S_pseudosimplitigs.k_21.d_9	spneumoniae.S_pseudosimplitigs.k_21.d_9.M_zeros
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	1	default	2130395	2161935	2130395	31540	1577	558820	3648	562468	564340	10931160000	101.11	93.97	4.54	spneumoniae.S_pseudosimplitigsAC.k_21.d_1	spneumoniae.S_pseudosimplitigsAC.k_21.d_1.M_default
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	1	ones	2130395	2161935	2131568	30367	1582	558820	4168	562988	564844	10931160000	101.11	93.97	4.54	spneumoniae.S_pseudosimplitigsAC.k_21.d_1	spneumoniae.S_pseudosimplitigsAC.k_21.d_1.M_ones
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	1	runs	2130395	2161935	2131559	30376	1576	558820	4148	562968	564896	10931160000	101.11	93.97	4.54	spneumoniae.S_pseudosimplitigsAC.k_21.d_1	spneumoniae.S_pseudosimplitigsAC.k_21.d_1.M_runs
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	1	zeros	2130395	2161935	2130395	31540	1601	558820	3756	562576	564788	10931160000	101.11	93.97	4.54	spneumoniae.S_pseudosimplitigsAC.k_21.d_1	spneumoniae.S_pseudosimplitigsAC.k_21.d_1.M_zeros
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	10	default	2130395	2153482	2130395	23087	1987	557776	5668	563444	563692	10931456000	101.33	93.56	5.18	spneumoniae.S_pseudosimplitigsAC.k_21.d_10	spneumoniae.S_pseudosimplitigsAC.k_21.d_10.M_default
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	10	ones	2130395	2153482	2134430	19052	1251	557776	4188	561964	562308	10931456000	101.33	93.56	5.18	spneumoniae.S_pseudosimplitigsAC.k_21.d_10	spneumoniae.S_pseudosimplitigsAC.k_21.d_10.M_ones
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	10	runs	2130395	2153482	2134419	19063	1244	557776	4180	561956	562324	10931456000	101.33	93.56	5.18	spneumoniae.S_pseudosimplitigsAC.k_21.d_10	spneumoniae.S_pseudosimplitigsAC.k_21.d_10.M_runs
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	10	zeros	2130395	2153482	2130395	23087	1996	557776	5724	563500	563696	10931456000	101.33	93.56	5.18	spneumoniae.S_pseudosimplitigsAC.k_21.d_10	spneumoniae.S_pseudosimplitigsAC.k_21.d_10.M_zeros
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	11	default	2130395	2155332	2130395	24937	2219	558560	6396	564956	565036	10931424000	97.52	91.78	3.78	spneumoniae.S_pseudosimplitigsAC.k_21.d_11	spneumoniae.S_pseudosimplitigsAC.k_21.d_11.M_default
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	11	ones	2130395	2155332	2134781	20551	1443	558560	4904	563464	562912	10931424000	97.52	91.78	3.78	spneumoniae.S_pseudosimplitigsAC.k_21.d_11	spneumoniae.S_pseudosimplitigsAC.k_21.d_11.M_ones
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	11	runs	2130395	2155332	2134771	20561	1436	558560	4896	563456	563100	10931424000	97.52	91.78	3.78	spneumoniae.S_pseudosimplitigsAC.k_21.d_11	spneumoniae.S_pseudosimplitigsAC.k_21.d_11.M_runs
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	11	zeros	2130395	2155332	2130395	24937	2235	558560	6464	565024	564988	10931424000	97.52	91.78	3.78	spneumoniae.S_pseudosimplitigsAC.k_21.d_11	spneumoniae.S_pseudosimplitigsAC.k_21.d_11.M_zeros
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	12	default	2130395	2159523	2130395	29128	2642	559384	7488	566872	567212	10944064000	163.42	140.82	19.97	spneumoniae.S_pseudosimplitigsAC.k_21.d_12	spneumoniae.S_pseudosimplitigsAC.k_21.d_12.M_default
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	12	ones	2130395	2159523	2135148	24375	1847	559384	6000	565384	565116	10944064000	163.42	140.82	19.97	spneumoniae.S_pseudosimplitigsAC.k_21.d_12	spneumoniae.S_pseudosimplitigsAC.k_21.d_12.M_ones
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	12	runs	2130395	2159523	2135122	24401	1835	559384	5980	565364	565104	10944064000	163.42	140.82	19.97	spneumoniae.S_pseudosimplitigsAC.k_21.d_12	spneumoniae.S_pseudosimplitigsAC.k_21.d_12.M_runs
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	12	zeros	2130395	2159523	2130395	29128	2680	559384	7624	567008	566952	10944064000	163.42	140.82	19.97	spneumoniae.S_pseudosimplitigsAC.k_21.d_12	spneumoniae.S_pseudosimplitigsAC.k_21.d_12.M_zeros
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	2	default	2130395	2159110	2130395	28715	1602	559268	3848	563116	563660	10931072000	89.58	83.97	3.47	spneumoniae.S_pseudosimplitigsAC.k_21.d_2	spneumoniae.S_pseudosimplitigsAC.k_21.d_2.M_default
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	2	ones	2130395	2159110	2131597	27513	1439	559268	3836	563104	563784	10931072000	89.58	83.97	3.47	spneumoniae.S_pseudosimplitigsAC.k_21.d_2	spneumoniae.S_pseudosimplitigsAC.k_21.d_2.M_ones
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	2	runs	2130395	2159110	2131590	27520	1433	559268	3828	563096	563712	10931072000	89.58	83.97	3.47	spneumoniae.S_pseudosimplitigsAC.k_21.d_2	spneumoniae.S_pseudosimplitigsAC.k_21.d_2.M_runs
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	2	zeros	2130395	2159110	2130395	28715	1607	559268	3880	563148	563600	10931072000	89.58	83.97	3.47	spneumoniae.S_pseudosimplitigsAC.k_21.d_2	spneumoniae.S_pseudosimplitigsAC.k_21.d_2.M_zeros
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	3	default	2130395	2157325	2130395	26930	1618	558052	4016	562068	563360	10931148000	103.18	95.63	5.23	spneumoniae.S_pseudosimplitigsAC.k_21.d_3	spneumoniae.S_pseudosimplitigsAC.k_21.d_3.M_default
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	3	ones	2130395	2157325	2131765	25560	1349	558052	3708	561760	562700	10931148000	103.18	95.63	5.23	spneumoniae.S_pseudosimplitigsAC.k_21.d_3	spneumoniae.S_pseudosimplitigsAC.k_21.d_3.M_ones
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	3	runs	2130395	2157325	2131761	25564	1345	558052	3700	561752	562868	10931148000	103.18	95.63	5.23	spneumoniae.S_pseudosimplitigsAC.k_21.d_3	spneumoniae.S_pseudosimplitigsAC.k_21.d_3.M_runs
spneumoniae	21	pseudosimplitigsAC	loc-greedy	AC	3	zeros	2130395	2157325	2130395	26930	1624	558052	4052	562104	562876	10931148000	103.18	95.63	5.23	spneumoniae.S_pseudosimplitigsAC.k_21.d_3	spneumoniae.S_pseudosimplitigsAC.k_21.d_3.M_zeros
