genome	k	S_alg	algorithm	camel_DS	d	M_alg	kmer_count	l	o	z	r	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	camel_mem_bytes	camel_real_s	camel_usr_s	camel_sys_s	pref0	pref
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	1	default	7551412	10580416	7551412	3029004	168278	2345520	189832	2535352	2849164	32676204000	419.83	355.88	43.14	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_1.M_default
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	1	ones	7551412	10580416	7678216	2902200	169114	2345520	239608	2585128	2852768	32676204000	419.83	355.88	43.14	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_1.M_ones
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	1	runs	7551412	10580416	7676726	2903690	168120	2345520	237592	2583112	2850956	32676204000	419.83	355.88	43.14	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_1.M_runs
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	1	zeros	7551412	10580416	7551412	3029004	169716	2345520	196024	2541544	2851472	32676204000	419.83	355.88	43.14	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_1.M_zeros
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	10	default	7551412	10828919	7551412	3277507	416015	2452356	459260	2911616	3200588	32736092000	580.44	513.56	48.66	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_10	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_10.M_default
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	10	ones	7551412	10828919	7918161	2910758	360384	2452356	428504	2880860	3123904	32736092000	580.44	513.56	48.66	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_10	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_10.M_ones
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	10	runs	7551412	10828919	7905961	2922958	352477	2452356	426824	2879180	3118316	32736092000	580.44	513.56	48.66	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_10	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_10.M_runs
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	10	zeros	7551412	10828919	7551412	3277507	418354	2452356	469412	2921768	3203468	32736092000	580.44	513.56	48.66	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_10	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_10.M_zeros
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	11	default	7551412	10844438	7551412	3293026	434417	2458720	467924	2926644	3220392	34285936000	745.1	624.47	101.3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_11	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_11.M_default
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	11	ones	7551412	10844438	7921330	2923108	379055	2458720	435676	2894396	3149992	34285936000	745.1	624.47	101.3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_11	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_11.M_ones
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	11	runs	7551412	10844438	7908116	2936322	370255	2458720	434444	2893164	3145268	34285936000	745.1	624.47	101.3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_11	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_11.M_runs
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	11	zeros	7551412	10844438	7551412	3293026	439538	2458720	487516	2946236	3231484	34285936000	745.1	624.47	101.3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_11	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_11.M_zeros
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	12	default	7551412	10827555	7551412	3276143	439466	2443420	471316	2914736	3213072	35319496000	791.6	712.15	63.08	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_12	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_12.M_default
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	12	ones	7551412	10827555	7922543	2905012	384094	2443420	437428	2880848	3143700	35319496000	791.6	712.15	63.08	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_12	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_12.M_ones
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	12	runs	7551412	10827555	7909072	2918483	375181	2443420	436448	2879868	3139700	35319496000	791.6	712.15	63.08	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_12	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_12.M_runs
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	12	zeros	7551412	10827555	7551412	3276143	444686	2443420	490956	2934376	3223828	35319496000	791.6	712.15	63.08	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_12	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_12.M_zeros
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	2	default	7551412	10413184	7551412	2861772	169363	2307596	198436	2506032	2804448	32674392000	426.74	364.95	50.39	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_2.M_default
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	2	ones	7551412	10413184	7678909	2734275	159549	2307596	229948	2537544	2792024	32674392000	426.74	364.95	50.39	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_2.M_ones
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	2	runs	7551412	10413184	7677821	2735363	158781	2307596	228140	2535736	2790192	32674392000	426.74	364.95	50.39	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_2.M_runs
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	2	zeros	7551412	10413184	7551412	2861772	169876	2307596	200676	2508272	2804032	32674392000	426.74	364.95	50.39	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_2.M_zeros
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	3	default	7551412	10179465	7551412	2628053	170683	2247648	208828	2456476	2738456	32674472000	429.81	386.22	29.28	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_3.M_default
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	3	ones	7551412	10179465	7698717	2480748	145546	2247648	216776	2464424	2696916	32674472000	429.81	386.22	29.28	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_3.M_ones
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	3	runs	7551412	10179465	7697847	2481618	144921	2247648	215268	2462916	2696080	32674472000	429.81	386.22	29.28	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_3.M_runs
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	3	zeros	7551412	10179465	7551412	2628053	170867	2247648	209532	2457180	2738688	32674472000	429.81	386.22	29.28	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_3.M_zeros
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	4	default	7551412	10087554	7551412	2536142	173219	2225080	217384	2442464	2714628	32673760000	439.64	393.9	30.64	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_4.M_default
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	4	ones	7551412	10087554	7715869	2371685	141258	2225080	214724	2439804	2660660	32673760000	439.64	393.9	30.64	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_4.M_ones
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	4	runs	7551412	10087554	7715006	2372548	140638	2225080	213412	2438492	2659916	32673760000	439.64	393.9	30.64	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_4.M_runs
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	4	zeros	7551412	10087554	7551412	2536142	173315	2225080	217696	2442776	2714852	32673760000	439.64	393.9	30.64	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_4.M_zeros
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	5	default	7551412	10025887	7551412	2474475	178971	2211960	230528	2442488	2705952	32673480000	472.65	407.64	47.07	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_5.M_default
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	5	ones	7551412	10025887	7738832	2287055	141188	2211960	219340	2431300	2639872	32673480000	472.65	407.64	47.07	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_5.M_ones
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	5	runs	7551412	10025887	7737826	2288061	140499	2211960	217964	2429924	2638820	32673480000	472.65	407.64	47.07	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_5.M_runs
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	5	zeros	7551412	10025887	7551412	2474475	179059	2211960	230840	2442800	2705904	32673480000	472.65	407.64	47.07	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_5.M_zeros
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	6	default	7551412	9968101	7551412	2416689	193934	2205672	257712	2463384	2712432	32670168000	458.72	394.07	45.63	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_6	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_6.M_default
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	6	ones	7551412	9968101	7784610	2183491	147273	2205672	234388	2440060	2629300	32670168000	458.72	394.07	45.63	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_6	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_6.M_ones
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	6	runs	7551412	9968101	7783330	2184771	146407	2205672	233132	2438804	2627936	32670168000	458.72	394.07	45.63	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_6	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_6.M_runs
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	6	zeros	7551412	9968101	7551412	2416689	193990	2205672	257964	2463636	2711996	32670168000	458.72	394.07	45.63	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_6	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_6.M_zeros
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	7	default	7551412	10074458	7551412	2523046	229652	2250956	306444	2557400	2793480	32673540000	492.72	409.92	60.81	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_7	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_7.M_default
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	7	ones	7551412	10074458	7821844	2252614	178550	2250956	278208	2529164	2707676	32673540000	492.72	409.92	60.81	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_7	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_7.M_ones
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	7	runs	7551412	10074458	7819231	2255227	176901	2250956	276932	2527888	2705816	32673540000	492.72	409.92	60.81	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_7	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_7.M_runs
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	7	zeros	7551412	10074458	7551412	2523046	229699	2250956	306608	2557564	2793424	32673540000	492.72	409.92	60.81	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_7	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_7.M_zeros
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	8	default	7551412	10358763	7551412	2807351	294822	2340740	376000	2716740	2957960	32669764000	415.07	366.26	30.5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_8	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_8.M_default
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	8	ones	7551412	10358763	7863603	2495160	240795	2340740	346464	2687204	2876172	32669764000	415.07	366.26	30.5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_8	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_8.M_ones
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	8	runs	7551412	10358763	7858116	2500647	237398	2340740	344804	2685544	2872712	32669764000	415.07	366.26	30.5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_8	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_8.M_runs
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	8	zeros	7551412	10358763	7551412	2807351	294849	2340740	376120	2716860	2958228	32669764000	415.07	366.26	30.5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_8	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_8.M_zeros
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	9	default	7551412	10676442	7551412	3125030	368864	2420856	434736	2855592	3118880	32675592000	525.09	462.7	50.53	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_9	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_9.M_default
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	9	ones	7551412	10676442	7902208	2774234	313199	2420856	404840	2825696	3042324	32675592000	525.09	462.7	50.53	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_9	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_9.M_ones
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	9	runs	7551412	10676442	7892586	2783856	307138	2420856	403048	2823904	3038412	32675592000	525.09	462.7	50.53	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_9	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_9.M_runs
spneumoniae-pangenome	19	pseudosimplitigsAC	loc-greedy	AC	9	zeros	7551412	10676442	7551412	3125030	368901	2420856	434876	2855732	3120780	32675592000	525.09	462.7	50.53	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_9	spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_9.M_zeros
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	1	default	7731727	10909344	7731727	3177617	167243	2312716	191340	2504056	2880360	1939428000	120.24	82.43	14.64	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_1.M_default
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	1	ones	7731727	10909344	7858428	3050916	167670	2312716	241008	2553724	2884188	1939428000	120.24	82.43	14.64	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_1.M_ones
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	1	runs	7731727	10909344	7857382	3051962	167052	2312716	240008	2552724	2884536	1939428000	120.24	82.43	14.64	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_1.M_runs
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	1	zeros	7731727	10909344	7731727	3177617	168994	2312716	198564	2511280	2883356	1939428000	120.24	82.43	14.64	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_1.M_zeros
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	10	default	7731727	11082895	7731727	3351168	361261	2450448	439088	2889536	3197156	1940732000	10537.52	10210.48	201.39	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_10	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_10.M_default
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	10	ones	7731727	11082895	8108868	2974027	301036	2450448	401908	2852356	3103628	1940732000	10537.52	10210.48	201.39	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_10	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_10.M_ones
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	10	runs	7731727	11082895	8099865	2983030	295452	2450448	400164	2850612	3100500	1940732000	10537.52	10210.48	201.39	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_10	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_10.M_runs
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	10	zeros	7731727	11082895	7731727	3351168	361393	2450448	439504	2889952	3195936	1940732000	10537.52	10210.48	201.39	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_10	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_10.M_zeros
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	11	default	7731727	11302437	7731727	3570710	409140	2501324	467500	2968824	3300288	2068128000	16641.9	15318.57	1001.19	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_11	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_11.M_default
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	11	ones	7731727	11302437	8126883	3175554	348850	2501324	429460	2930784	3210740	2068128000	16641.9	15318.57	1001.19	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_11	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_11.M_ones
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	11	runs	7731727	11302437	8115010	3187427	341276	2501324	428388	2929712	3205832	2068128000	16641.9	15318.57	1001.19	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_11	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_11.M_runs
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	11	zeros	7731727	11302437	7731727	3570710	410363	2501324	473504	2974828	3301992	2068128000	16641.9	15318.57	1001.19	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_11	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_11.M_zeros
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	12	default	7731727	11363052	7731727	3631325	428481	2518616	478380	2996996	3334204	2852868000	36997.26	35674.3	884.81	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_12	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_12.M_default
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	12	ones	7731727	11363052	8130885	3232167	368413	2518616	438700	2957316	3249708	2852868000	36997.26	35674.3	884.81	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_12	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_12.M_ones
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	12	runs	7731727	11363052	8117252	3245800	359572	2518616	437860	2956476	3246232	2852868000	36997.26	35674.3	884.81	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_12	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_12.M_runs
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	12	zeros	7731727	11363052	7731727	3631325	433023	2518616	496776	3015392	3345736	2852868000	36997.26	35674.3	884.81	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_12	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_12.M_zeros
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	2	default	7731727	10614931	7731727	2883204	168192	2244060	201684	2445744	2796184	1940784000	100.42	68.3	17.44	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_2.M_default
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	2	ones	7731727	10614931	7860905	2754026	151445	2244060	224396	2468456	2769932	1940784000	100.42	68.3	17.44	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_2.M_ones
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	2	runs	7731727	10614931	7860399	2754532	151096	2244060	223540	2467600	2770400	1940784000	100.42	68.3	17.44	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_2.M_runs
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	2	zeros	7731727	10614931	7731727	2883204	168576	2244060	203276	2447336	2795812	1940784000	100.42	68.3	17.44	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_2.M_zeros
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	3	default	7731727	10487996	7731727	2756269	169000	2213596	208304	2421900	2757472	1941324000	98.5	66.99	16.79	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_3.M_default
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	3	ones	7731727	10487996	7871185	2616811	144351	2213596	217540	2431136	2720144	1941324000	98.5	66.99	16.79	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_3.M_ones
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	3	runs	7731727	10487996	7870724	2617272	144025	2213596	216780	2430376	2719192	1941324000	98.5	66.99	16.79	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_3.M_runs
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	3	zeros	7731727	10487996	7731727	2756269	169163	2213596	208948	2422544	2760328	1941324000	98.5	66.99	16.79	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_3.M_zeros
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	4	default	7731727	10392563	7731727	2660836	170461	2190328	214824	2405152	2732416	1943260000	69.01	57.39	2.98	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_4.M_default
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	4	ones	7731727	10392563	7887483	2505080	139254	2190328	213712	2404040	2680300	1943260000	69.01	57.39	2.98	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_4.M_ones
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	4	runs	7731727	10392563	7887053	2505510	138942	2190328	213044	2403372	2680032	1943260000	69.01	57.39	2.98	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_4.M_runs
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	4	zeros	7731727	10392563	7731727	2660836	170551	2190328	215200	2405528	2733448	1943260000	69.01	57.39	2.98	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_4.M_zeros
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	5	default	7731727	10255627	7731727	2523900	172578	2152920	224176	2377096	2689956	1941340000	134.55	106.19	13.52	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_5.M_default
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	5	ones	7731727	10255627	7923542	2332085	131455	2152920	207640	2360560	2616608	1941340000	134.55	106.19	13.52	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_5.M_ones
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	5	runs	7731727	10255627	7923100	2332527	131146	2152920	206984	2359904	2615728	1941340000	134.55	106.19	13.52	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_5.M_runs
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	5	zeros	7731727	10255627	7731727	2523900	172645	2152920	224404	2377324	2690892	1941340000	134.55	106.19	13.52	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_5.M_zeros
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	6	default	7731727	10208638	7731727	2476911	178065	2145404	236692	2382096	2683964	1941204000	194.67	145.91	24.74	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_6	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_6.M_default
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	6	ones	7731727	10208638	7948544	2260094	131872	2145404	212552	2357956	2599892	1941204000	194.67	145.91	24.74	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_6	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_6.M_ones
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	6	runs	7731727	10208638	7947958	2260680	131492	2145404	211944	2357348	2599072	1941204000	194.67	145.91	24.74	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_6	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_6.M_runs
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	6	zeros	7731727	10208638	7731727	2476911	178088	2145404	236788	2382192	2684464	1941204000	194.67	145.91	24.74	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_6	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_6.M_zeros
spneumoniae-pangenome	20	pseudosimplitigs	loc-greedy	HT	7	default	7731727	10224240	7731727	2492513	192775	2169052	262096	2431148	2718848	1943280000	453.41	398.5	31.14	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_7	spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_7.M_default
